,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space
665,to,219.24,219.42,100.0,0.1799999999999784,2,0.0899999999999892,0.0
666,stop,219.42,219.96,100.0,0.5400000000000205,4,0.13500000000000512,0.0
667,and,219.96,220.11,100.0,0.1500000000000056,3,0.05000000000000187,0.05999999999997385
668,think,220.17,220.41,100.0,0.2400000000000091,5,0.04800000000000182,0.0
669,about,220.41,220.65,100.0,0.2400000000000091,5,0.04800000000000182,0.0
670,the,220.65,220.74,100.0,0.0900000000000034,3,0.030000000000001133,0.0
671,text,220.74,221.13,100.0,0.3899999999999863,4,0.09749999999999658,0.0
672,in,221.13,221.22,100.0,0.0900000000000034,2,0.0450000000000017,0.0
673,new,221.22,221.4,100.0,0.1800000000000068,3,0.06000000000000227,0.0
674,ways,221.4,221.88,100.0,0.4799999999999897,4,0.11999999999999743,0.9300000000000068
675,it,222.81,223.02,100.0,0.2100000000000079,2,0.10500000000000395,0.0
676,also,223.02,223.29,100.0,0.2699999999999818,4,0.06749999999999545,0.0
677,turned,223.29,223.53,100.0,0.2400000000000091,6,0.040000000000001514,0.0
678,out,223.53,223.71,100.0,0.1800000000000068,3,0.06000000000000227,0.0
679,for,223.71,223.86,100.0,0.1500000000000056,3,0.05000000000000187,0.0
680,many,223.86,224.13,100.0,0.2699999999999818,4,0.06749999999999545,0.0
681,people,224.13,224.43,100.0,0.3000000000000113,6,0.05000000000000188,0.0
682,having,224.43,224.73,100.0,0.2999999999999829,6,0.04999999999999715,0.18000000000000682
683,any,224.91,225.27,100.0,0.3600000000000136,3,0.12000000000000453,0.0
684,way,225.27,225.6,100.0,0.3299999999999841,3,0.1099999999999947,0.45000000000001705
685,to,226.05,226.2,100.0,0.1499999999999772,2,0.0749999999999886,0.0
686,visualize,226.2,226.678242,100.0,0.4782420000000229,9,0.053138000000002544,0.003969999999981155
687,text,226.682212,227.01,68.3995,0.3277879999999982,4,0.08194699999999955,0.030000000000001137
688,was,227.04,227.22,59.5254,0.1800000000000068,3,0.06000000000000227,0.02233899999998812
689,better,227.242339,227.52,100.0,0.2776610000000232,6,0.0462768333333372,0.0
690,than,227.52,227.7,100.0,0.1799999999999784,4,0.0449999999999946,0.0
691,nothing,227.7,227.97,100.0,0.2700000000000102,7,0.038571428571430026,0.5699999999999932
692,and,228.54,228.63,100.0,0.0900000000000034,3,0.030000000000001133,0.0
693,finally,228.63,229.11,100.0,0.4800000000000182,7,0.06857142857143117,0.11999999999997613
694,the,229.23,229.41,100.0,0.1800000000000068,3,0.06000000000000227,0.0
695,whole,229.41,229.8,100.0,0.3900000000000148,5,0.07800000000000296,0.060000000000002274
696,authoring,229.86,230.49,100.0,0.6299999999999955,9,0.0699999999999995,0.3599999999999852
697,aspect,230.85,231.48,100.0,0.6299999999999955,6,0.10499999999999925,0.2400000000000091
698,of,231.72,231.87,100.0,0.1500000000000056,2,0.0750000000000028,0.0
699,wardle,231.87,232.26,100.0,0.3899999999999863,6,0.06499999999999771,0.18000000000000682
700,let,232.44,232.74,100.0,0.3000000000000113,3,0.10000000000000377,0.0
701,people,232.74,233.07,100.0,0.3299999999999841,6,0.05499999999999735,0.0
702,feel,233.07,233.28,100.0,0.2100000000000079,4,0.052500000000001976,0.0
703,creative,233.28,233.76,100.0,0.4799999999999897,8,0.059999999999998714,0.0
704,and,233.76,233.85,69.3886,0.0900000000000034,3,0.030000000000001133,0.0
705,a,233.85,233.91,65.67779999999999,0.0600000000000022,1,0.0600000000000022,0.0
706,very,233.91,234.21,100.0,0.3000000000000113,4,0.07500000000000283,0.060000000000002274
707,beneficial,234.27,235.14,100.0,0.8699999999999761,10,0.08699999999999761,0.060000000000002274
708,i,235.2,235.32,100.0,0.1200000000000045,1,0.1200000000000045,0.0
709,think,235.32,235.62,100.0,0.3000000000000113,5,0.06000000000000226,0.38999999999998636
710,the,236.01,236.22,82.8295,0.2100000000000079,3,0.07000000000000263,0.060000000000002274
711,equalizing,236.28,236.91,84.3319,0.6299999999999955,10,0.06299999999999954,0.0
712,way,236.91,237.21,100.0,0.3000000000000113,3,0.10000000000000377,0.030000000000001137
713,it,237.24,237.358374,80.7608,0.1183739999999886,2,0.0591869999999943,0.0
714,gave,237.358374,237.66,100.0,0.3016259999999988,4,0.0754064999999997,0.0
715,them,237.66,237.93,100.0,0.2700000000000102,4,0.06750000000000254,0.06785199999998781
716,tools,237.997852,238.56,100.0,0.5621480000000076,5,0.11242960000000153,0.0
717,to,238.56,238.68,100.0,0.1200000000000045,2,0.06000000000000225,0.0
718,look,238.68,238.86,100.0,0.1800000000000068,4,0.0450000000000017,0.0
719,at,238.86,238.95,100.0,0.0899999999999749,2,0.04499999999998745,0.0
720,the,238.95,239.13,85.4254,0.1800000000000068,3,0.06000000000000227,0.6899999999999977
721,next,239.82,240.09,100.0,0.2700000000000102,4,0.06750000000000254,0.0
722,one,240.09,240.27,100.0,0.1800000000000068,3,0.06000000000000227,1.1999999999999886
723,okay,241.47,241.8,66.4369,0.3300000000000125,4,0.08250000000000313,0.38999999999998636
724,so,242.19,242.43,100.0,0.2400000000000091,2,0.12000000000000455,0.0
725,what,242.43,242.64,100.0,0.2099999999999795,4,0.05249999999999488,0.0
726,are,242.64,242.7,100.0,0.0600000000000022,3,0.020000000000000732,0.0
727,the,242.7,242.79,100.0,0.0900000000000034,3,0.030000000000001133,0.0
728,lessons,242.79,243.24,100.0,0.450000000000017,7,0.06428571428571671,0.0
729,here,243.24,243.48,100.0,0.2399999999999806,4,0.05999999999999515,0.18000000000000682
730,i,243.66,243.78,100.0,0.1200000000000045,1,0.1200000000000045,0.0
731,think,243.78,243.99,100.0,0.2100000000000079,5,0.04200000000000158,0.0
732,one,243.99,244.35,100.0,0.3599999999999852,3,0.11999999999999507,0.060000000000002274
733,important,244.41,244.89,100.0,0.4799999999999897,9,0.05333333333333219,0.0
734,lesson,244.89,245.4,100.0,0.5100000000000193,6,0.08500000000000323,0.6299999999999955
735,is,246.03,246.21,100.0,0.1800000000000068,2,0.0900000000000034,0.0
736,that,246.21,246.39,100.0,0.1799999999999784,4,0.0449999999999946,0.15000000000000568
737,approximations,246.54,247.35,100.0,0.8100000000000023,14,0.05785714285714302,0.0
738,are,247.35,247.47,100.0,0.1200000000000045,3,0.0400000000000015,0.0
739,better,247.47,247.785469,100.0,0.3154690000000073,6,0.05257816666666789,1.3345309999999984
740,i,249.12,249.45,100.0,0.3299999999999841,1,0.3299999999999841,0.0
741,think,249.45,249.81,100.0,0.3600000000000136,5,0.07200000000000271,0.3599999999999852
742,a,250.17,250.26,100.0,0.0900000000000034,1,0.0900000000000034,0.0
743,focus,250.26,250.68,100.0,0.4200000000000159,5,0.08400000000000318,0.0
744,on,250.68,250.8,100.0,0.1200000000000045,2,0.06000000000000225,0.0
745,precision,250.8,251.34,100.0,0.539999999999992,9,0.05999999999999912,0.0
746,can,251.34,251.52,100.0,0.1800000000000068,3,0.06000000000000227,0.0
747,often,251.52,252.06,100.0,0.539999999999992,5,0.1079999999999984,0.12000000000000455
748,lead,252.18,252.45,100.0,0.2699999999999818,4,0.06749999999999545,0.0
749,us,252.45,252.57,100.0,0.1200000000000045,2,0.06000000000000225,0.0
750,astray,252.57,253.08,100.0,0.5100000000000193,6,0.08500000000000323,0.539999999999992
751,and,253.62,253.83,100.0,0.2100000000000079,3,0.07000000000000263,0.05999999999997385
752,a,253.89,253.98,100.0,0.0900000000000034,1,0.0900000000000034,0.0
753,second,253.98,254.46,100.0,0.4800000000000182,6,0.08000000000000303,0.0
754,issue,254.46,254.91,100.0,0.4499999999999886,5,0.08999999999999772,0.09000000000000341
755,is,255.0,255.24,100.0,0.2400000000000091,2,0.12000000000000455,0.0
756,that,255.24,255.36,100.0,0.1200000000000045,4,0.030000000000001126,0.0
757,there,255.36,255.51,100.0,0.1499999999999772,5,0.02999999999999544,0.0
758,is,255.51,255.6,100.0,0.0900000000000034,2,0.0450000000000017,0.0
759,a,255.6,255.69,100.0,0.0900000000000034,1,0.0900000000000034,0.0
760,lot,255.69,256.11,100.0,0.4200000000000159,3,0.14000000000000531,0.0
761,more,256.11,256.35,100.0,0.2400000000000091,4,0.060000000000002274,0.0
762,to,256.35,256.5,100.0,0.1499999999999772,2,0.0749999999999886,0.0
763,visualization,256.5,257.31,100.0,0.8100000000000023,13,0.06230769230769248,0.2400000000000091
764,that,257.55,257.7,56.1855,0.1499999999999772,4,0.0374999999999943,0.0
765,transferring,257.7,258.24,100.0,0.5400000000000205,12,0.045000000000001705,0.0
766,data,258.24,258.54,100.0,0.3000000000000113,4,0.07500000000000283,0.029999999999972715
767,from,258.57,258.74458,100.0,0.1745799999999917,4,0.04364499999999792,0.005420000000015079
768,the,258.75,258.809443,81.9517,0.0594429999999874,3,0.019814333333329135,0.0
769,database,258.809443,259.32,100.0,0.5105570000000057,8,0.06381962500000071,0.0
770,into,259.32,259.53,91.8184,0.2099999999999795,4,0.05249999999999488,0.0
771,someone's,259.53,259.89,82.6712,0.3600000000000136,9,0.04000000000000151,0.0
772,head,259.89,260.07,77.1316,0.1800000000000068,4,0.0450000000000017,1.1399999999999864
773,okay,261.21,261.81,58.2298,0.6000000000000227,4,0.15000000000000568,0.44999999999998863
774,so,262.26,262.5,100.0,0.2400000000000091,2,0.12000000000000455,0.0
775,to,262.5,262.62,100.0,0.1200000000000045,2,0.06000000000000225,0.0
776,keep,262.62,262.92,100.0,0.3000000000000113,4,0.07500000000000283,0.029999999999972715
777,on,262.95,263.28,100.0,0.3299999999999841,2,0.16499999999999204,0.0
778,maybe,263.28,263.7,100.0,0.4200000000000159,5,0.08400000000000318,0.0
779,with,263.7,263.94,100.0,0.2400000000000091,4,0.060000000000002274,0.0
780,this,263.94,264.15,100.0,0.2099999999999795,4,0.05249999999999488,0.0
781,theme,264.15,264.48,100.0,0.3300000000000409,5,0.06600000000000819,0.0
782,of,264.48,264.66,100.0,0.1800000000000068,2,0.0900000000000034,0.0
783,approximations,264.66,266.04,100.0,1.3799999999999957,14,0.09857142857142827,0.08999999999997499
784,and,266.13,266.61,100.0,0.4800000000000182,3,0.16000000000000605,0.18000000000000682
785,let's,266.79,267.06,100.0,0.2699999999999818,5,0.05399999999999636,0.0
786,talk,267.06,267.27,100.0,0.2099999999999795,4,0.05249999999999488,0.0
787,about,267.27,267.57,100.0,0.3000000000000113,5,0.06000000000000226,0.0
788,our,267.57,267.75,100.0,0.1800000000000068,3,0.06000000000000227,0.0
789,second,267.75,268.47,100.0,0.7200000000000273,6,0.12000000000000455,0.3299999999999841
790,case,268.8,269.1,100.0,0.3000000000000113,4,0.07500000000000283,0.0
791,study,269.1,269.4,100.0,0.2999999999999545,5,0.05999999999999091,0.0
792,here,269.4,269.67,100.0,0.2700000000000386,4,0.06750000000000965,0.6209179999999606
793,what,270.290918,270.93,100.0,0.6390820000000303,4,0.1597705000000076,0.0
794,if,270.93,271.08,100.0,0.1499999999999772,2,0.0749999999999886,0.0
795,we,271.08,271.23,100.0,0.1500000000000341,2,0.07500000000001705,0.0
796,told,271.23,271.53,100.0,0.2999999999999545,4,0.07499999999998863,0.0
797,you,271.53,271.71,100.0,0.1800000000000068,3,0.06000000000000227,0.0
798,about,271.71,271.980352,100.0,0.2703520000000026,5,0.05407040000000052,0.0
799,a,271.980352,272.039883,89.066,0.0595309999999926,1,0.0595309999999926,0.0
800,visualization,272.039883,272.76,100.0,0.7201170000000161,13,0.055393615384616623,0.0
801,that,272.76,273.27,100.0,0.5099999999999909,4,0.12749999999999773,0.2400000000000091
802,was,273.51,273.75,100.0,0.2400000000000091,3,0.08000000000000303,0.0
803,like,273.75,274.17,100.0,0.4200000000000159,4,0.10500000000000398,0.0
804,a,274.17,274.23,100.0,0.0600000000000022,1,0.0600000000000022,0.0
805,tag,274.23,274.53,100.0,0.2999999999999545,3,0.09999999999998484,0.03000000000002956
806,cloud,274.56,274.98,100.0,0.4200000000000159,5,0.08400000000000318,0.2699999999999818
807,but,275.25,275.52,100.0,0.2699999999999818,3,0.08999999999999393,0.0
808,for,275.52,275.7,100.0,0.1800000000000068,3,0.06000000000000227,0.0
809,something,275.7,276.18,100.0,0.4800000000000182,9,0.053333333333335356,0.0
810,with,276.18,276.45,100.0,0.2699999999999818,4,0.06749999999999545,0.0
811,less,276.45,276.9,100.0,0.4499999999999886,4,0.11249999999999714,0.0
812,meaning,276.9,277.5,100.0,0.6000000000000227,7,0.08571428571428896,0.0
813,than,277.5,277.8,100.0,0.3000000000000113,4,0.07500000000000283,0.0
814,words,277.8,278.43,100.0,0.6299999999999955,5,0.12599999999999908,1.0500000000000114
815,and,279.48,280.05,100.0,0.5699999999999932,3,0.18999999999999773,0.08999999999997499
816,something,280.14,280.56,100.0,0.4200000000000159,9,0.04666666666666844,0.0
817,that,280.56,280.71,100.0,0.1499999999999772,4,0.0374999999999943,0.0
818,looked,280.71,280.98,100.0,0.2700000000000386,6,0.04500000000000643,0.0
819,at,280.98,281.1,100.0,0.1200000000000045,2,0.06000000000000225,0.0
820,ima,281.1,281.28,44.27,0.1799999999999499,3,0.059999999999983296,0.03000000000002956
821,just,281.31,281.58,100.0,0.2699999999999818,4,0.06749999999999545,0.03000000000002956
822,by,281.61,281.85,100.0,0.2400000000000091,2,0.12000000000000455,0.060000000000002274
823,counting,281.91,282.51,100.0,0.5999999999999659,8,0.07499999999999574,0.0
824,pixels,282.51,283.08,100.0,0.5699999999999932,6,0.09499999999999886,0.03000000000002956
825,only,283.11,283.62,100.0,0.5099999999999909,4,0.12749999999999773,0.3299999999999841
826,no,283.95,284.28,100.0,0.3299999999999841,2,0.16499999999999204,0.0
827,fancy,284.28,284.67,100.0,0.3900000000000432,5,0.07800000000000865,0.0
828,machine,284.67,284.97,100.0,0.3000000000000113,7,0.042857142857144474,0.0
829,learning,284.97,285.3,100.0,0.3299999999999841,8,0.04124999999999801,0.0
830,this,285.3,285.48,100.0,0.1800000000000068,4,0.0450000000000017,0.0
831,is,285.48,285.6,100.0,0.1200000000000045,2,0.06000000000000225,0.0
832,not,285.6,286.08,100.0,0.4799999999999613,3,0.1599999999999871,0.060000000000002274
833,pixel,286.14,286.53,100.0,0.3899999999999863,5,0.07799999999999727,0.0
834,counting,286.53,287.1,100.0,0.57000000000005,8,0.07125000000000625,0.0
835,from,287.1,287.58,100.0,0.4799999999999613,4,0.11999999999999032,0.03000000000002956
836,ml,287.61,288.18,100.0,0.5699999999999932,2,0.2849999999999966,1.0199999999999818
837,what,289.2,289.47,100.0,0.2700000000000386,4,0.06750000000000965,0.0
838,would,289.47,289.62,100.0,0.1499999999999772,5,0.02999999999999544,0.0
839,you,289.62,289.8,100.0,0.1800000000000068,3,0.06000000000000227,0.0
840,think,289.8,290.31,100.0,0.5099999999999909,5,0.10199999999999818,0.14999999999997726
841,about,290.46,290.73,100.0,0.2700000000000386,5,0.05400000000000772,0.0
842,such,290.73,290.97,100.0,0.2400000000000091,4,0.060000000000002274,0.0
843,a,290.97,291.03,100.0,0.0599999999999454,1,0.0599999999999454,0.0
844,thing,291.03,291.39,100.0,0.3600000000000136,5,0.07200000000000271,0.44999999999998863
845,her,291.84,292.02,49.6253,0.1800000000000068,3,0.06000000000000227,0.0
846,radical,292.02,292.56,79.7425,0.5400000000000205,7,0.07714285714286007,0.14999999999997726
847,right,292.71,293.07,100.0,0.3600000000000136,5,0.07200000000000271,0.9900000000000091
848,but,294.06,294.24,100.0,0.1800000000000068,3,0.06000000000000227,0.0
849,this,294.24,294.42,100.0,0.1800000000000068,4,0.0450000000000017,0.0
850,is,294.42,294.54,100.0,0.1200000000000045,2,0.06000000000000225,0.0
851,actually,294.54,294.93,100.0,0.3899999999999863,8,0.04874999999999829,0.0
852,a,294.93,294.99,100.0,0.0600000000000022,1,0.0600000000000022,0.0
853,project,294.99,295.5,100.0,0.5099999999999909,7,0.07285714285714155,0.0
854,we,295.5,295.74,100.0,0.2400000000000091,2,0.12000000000000455,0.0
855,did,295.74,296.19,100.0,0.4499999999999886,3,0.1499999999999962,0.2400000000000091
856,and,296.43,296.91,100.0,0.4800000000000182,3,0.16000000000000605,0.060000000000002274
857,called,296.97,297.48,65.64189999999999,0.5099999999999909,6,0.08499999999999848,0.010312999999996464
858,flicker,297.490313,297.9,100.0,0.4096869999999626,7,0.05852671428570894,0.0
859,flow,297.9,298.23,67.5609,0.3300000000000409,4,0.08250000000001023,0.4199999999999591
860,and,298.65,298.8,100.0,0.1500000000000341,3,0.05000000000001137,0.0
861,this,298.8,298.95,100.0,0.1499999999999772,4,0.0374999999999943,0.0
862,is,298.95,299.25,100.0,0.3000000000000113,2,0.15000000000000566,0.12000000000000455
863,this,299.37,299.67,100.0,0.3000000000000113,4,0.07500000000000283,0.0
864,is,299.67,299.88,100.0,0.2099999999999795,2,0.10499999999998975,0.0
865,that,299.88,300.300703,70.93310000000001,0.4207030000000031,4,0.10517575000000078,0.0
866,the,300.300703,300.87,100.0,0.5692970000000059,3,0.18976566666666864,0.060000000000002274
867,context,300.93,301.65,100.0,0.7199999999999704,7,0.10285714285713864,0.0
868,for,301.65,301.8,100.0,0.1500000000000341,3,0.05000000000001137,0.0
869,this,301.8,302.01,100.0,0.2099999999999795,4,0.05249999999999488,0.0
870,project,302.01,302.55,100.0,0.5400000000000205,7,0.07714285714286007,0.36000000000001364
871,we,302.91,303.21,100.0,0.2999999999999545,2,0.14999999999997726,0.0
872,were,303.21,303.42,100.0,0.2100000000000363,4,0.052500000000009074,0.0
873,approached,303.42,304.14,100.0,0.7199999999999704,10,0.07199999999999704,0.38999999999998636
874,a,304.53,304.62,100.0,0.0900000000000318,1,0.0900000000000318,0.0
875,number,304.62,304.89,100.0,0.2699999999999818,6,0.044999999999996966,0.0
876,of,304.89,304.95,100.0,0.0600000000000022,2,0.0300000000000011,0.0
877,years,304.95,305.25,100.0,0.3000000000000113,5,0.06000000000000226,0.0
878,ago,305.25,305.49,100.0,0.2400000000000091,3,0.08000000000000303,0.0
879,we,305.49,305.64,100.0,0.1499999999999772,2,0.0749999999999886,0.0
880,were,305.64,305.82,100.0,0.1800000000000068,4,0.0450000000000017,0.0
881,approached,305.82,306.33,100.0,0.5099999999999909,10,0.05099999999999909,0.0
882,by,306.33,306.66,100.0,0.3300000000000409,2,0.16500000000002046,0.060000000000002274
883,a,306.72,306.81,100.0,0.0899999999999749,1,0.0899999999999749,0.0
884,magazine,306.81,307.44,100.0,0.6299999999999955,8,0.07874999999999943,0.0
885,called,307.44,307.83,100.0,0.3899999999999863,6,0.06499999999999771,0.0
886,boston,307.83,308.37,100.0,0.5400000000000205,6,0.09000000000000341,0.0
887,magazine,308.37,309.0,100.0,0.6299999999999955,8,0.07874999999999943,0.839999999999975
888,and,309.84,309.99,100.0,0.1500000000000341,3,0.05000000000001137,0.0
889,they,309.99,310.14,100.0,0.1499999999999772,4,0.0374999999999943,0.0
890,asked,310.14,310.5,100.0,0.3600000000000136,5,0.07200000000000271,0.0
891,us,310.5,310.77,100.0,0.2699999999999818,2,0.1349999999999909,0.5699999999999932
892,can,311.34,311.61,100.0,0.2700000000000386,3,0.09000000000001286,0.0
893,you,311.61,311.79,100.0,0.1800000000000068,3,0.06000000000000227,0.060000000000002274
894,visualize,311.85,312.57,100.0,0.7199999999999704,9,0.07999999999999671,0.0
895,the,312.57,312.69,100.0,0.1200000000000045,3,0.0400000000000015,0.0
896,city,312.69,313.05,100.0,0.3600000000000136,4,0.0900000000000034,0.0
897,of,313.05,313.2,100.0,0.1499999999999772,2,0.0749999999999886,0.0
898,boston,313.2,313.74,100.0,0.5400000000000205,6,0.09000000000000341,1.170000000000016
899,and,314.91,315.27,100.0,0.3599999999999568,3,0.1199999999999856,0.03000000000002956
900,it's,315.3,315.54,100.0,0.2400000000000091,4,0.060000000000002274,0.0
901,a,315.54,315.6,100.0,0.0600000000000022,1,0.0600000000000022,0.0
902,print,315.6,316.11,100.0,0.5099999999999909,5,0.10199999999999818,0.060000000000002274
903,magazine,316.17,316.86,100.0,0.6899999999999977,8,0.08624999999999972,0.12000000000000455
904,it's,316.98,317.22,100.0,0.2400000000000091,4,0.060000000000002274,0.0
905,it's,317.22,317.43,100.0,0.2099999999999795,4,0.05249999999999488,0.0
906,not,317.43,317.730937,100.0,0.3009369999999762,3,0.1003123333333254,0.0
907,online,317.730937,318.21,57.0302,0.4790629999999964,6,0.07984383333333274,0.0
908,it's,318.21,318.33,99.1354,0.1200000000000045,4,0.030000000000001126,0.0
909,not,318.33,318.57,100.0,0.2400000000000091,3,0.08000000000000303,0.0
910,interactive,318.57,319.2,100.0,0.6299999999999955,11,0.05727272727272686,0.0
911,so,319.2,319.38,100.0,0.1800000000000068,2,0.0900000000000034,0.0
912,we,319.38,319.5,100.0,0.1200000000000045,2,0.06000000000000225,0.0
913,kept,319.5,319.77,100.0,0.2699999999999818,4,0.06749999999999545,0.0
914,thinking,319.77,320.31,100.0,0.5400000000000205,8,0.06750000000000256,0.0
915,what,320.31,320.49,100.0,0.1800000000000068,4,0.0450000000000017,0.0
916,does,320.49,320.58,100.0,0.0899999999999749,4,0.022499999999993726,0.0
917,it,320.58,320.73,100.0,0.1500000000000341,2,0.07500000000001705,0.0
918,mean,320.73,321.09,100.0,0.3599999999999568,4,0.0899999999999892,0.0
919,to,321.09,321.21,100.0,0.1200000000000045,2,0.06000000000000225,0.0
920,visualize,321.21,321.69,100.0,0.4800000000000182,9,0.053333333333335356,0.0
921,a,321.69,321.779209,78.88730000000001,0.0892089999999825,1,0.0892089999999825,0.0
922,city,321.779209,322.17,100.0,0.3907910000000356,4,0.0976977500000089,0.5399999999999636
923,and,322.71,322.92,100.0,0.2100000000000363,3,0.0700000000000121,0.0
924,so,322.92,323.49,100.0,0.5699999999999932,2,0.2849999999999966,0.08999999999997499
925,we,323.58,323.7,100.0,0.1200000000000045,2,0.06000000000000225,0.0
926,started,323.7,324.12,100.0,0.4200000000000159,7,0.060000000000002274,0.0
927,thinking,324.12,324.78,100.0,0.6599999999999682,8,0.08249999999999602,0.060000000000002274
928,more,324.84,325.26,100.0,0.4200000000000159,4,0.10500000000000398,0.0
929,about,325.26,325.56,100.0,0.3000000000000113,5,0.06000000000000226,0.0
930,this,325.56,325.86,100.0,0.3000000000000113,4,0.07500000000000283,0.0
931,and,325.86,326.16,100.0,0.3000000000000113,3,0.10000000000000377,0.060000000000002274
932,decided,326.22,326.82,100.0,0.5999999999999659,7,0.08571428571428084,0.0
933,you,326.82,326.91,100.0,0.0900000000000318,3,0.0300000000000106,0.0
934,know,326.91,327.09,100.0,0.1799999999999499,4,0.044999999999987474,0.0
935,one,327.09,327.36,100.0,0.2700000000000386,3,0.09000000000001286,0.0
936,of,327.36,327.45,100.0,0.0899999999999749,2,0.04499999999998745,0.0
937,the,327.45,327.54,100.0,0.0900000000000318,3,0.0300000000000106,0.0
938,things,327.54,327.87,100.0,0.3299999999999841,6,0.05499999999999735,0.0
939,that,327.87,328.08,100.0,0.2099999999999795,4,0.05249999999999488,0.0
940,is,328.08,328.26,100.0,0.1800000000000068,2,0.0900000000000034,0.0
941,kind,328.26,328.56,100.0,0.3000000000000113,4,0.07500000000000283,0.0
942,of,328.56,328.74,100.0,0.1800000000000068,2,0.0900000000000034,0.36000000000001364
943,an,329.1,329.58,49.3595,0.4799999999999613,2,0.23999999999998065,0.6899999999999977
944,expressive,330.27,331.17,100.0,0.9000000000000341,10,0.09000000000000341,0.0
945,about,331.17,331.56,100.0,0.3899999999999863,5,0.07799999999999727,0.0
946,boston,331.56,332.1,100.0,0.5400000000000205,6,0.09000000000000341,0.08999999999997499
947,is,332.19,332.46,100.0,0.2699999999999818,2,0.1349999999999909,0.0
948,the,332.46,332.55,100.0,0.0900000000000318,3,0.0300000000000106,0.0
949,seasonality,332.55,333.36,100.0,0.8100000000000023,11,0.07363636363636385,0.060000000000002274
950,the,333.42,333.54,100.0,0.1200000000000045,3,0.0400000000000015,0.0
951,fact,333.54,333.99,100.0,0.4499999999999886,4,0.11249999999999714,0.0
952,that,333.99,334.44,100.0,0.4499999999999886,4,0.11249999999999714,0.03000000000002956
953,it,334.47,334.86,100.0,0.3899999999999863,2,0.19499999999999315,0.0
954,is,334.86,335.04,100.0,0.1800000000000068,2,0.0900000000000034,0.0
955,as,335.04,335.16,71.2092,0.1200000000000045,2,0.06000000000000225,0.0
956,if,335.16,335.37,100.0,0.2099999999999795,2,0.10499999999998975,0.029999999999972715
957,the,335.4,335.55,100.0,0.1500000000000341,3,0.05000000000001137,0.0
958,city,335.55,336.09,100.0,0.5399999999999636,4,0.1349999999999909,0.75
959,cloaked,336.84,337.38,100.0,0.5400000000000205,7,0.07714285714286007,0.0
960,itself,337.38,337.83,100.0,0.4499999999999886,6,0.0749999999999981,0.0
961,in,337.83,337.92,100.0,0.0900000000000318,2,0.0450000000000159,0.0
962,different,337.92,338.22,100.0,0.3000000000000113,9,0.03333333333333459,0.0
963,colors,338.22,338.73,100.0,0.5099999999999909,6,0.08499999999999848,0.18000000000000682
964,as,338.91,339.15,100.0,0.2399999999999522,2,0.1199999999999761,0.0
965,the,339.15,339.3,100.0,0.1500000000000341,3,0.05000000000001137,0.0
966,year,339.3,339.66,100.0,0.3600000000000136,4,0.0900000000000034,0.060000000000002274
967,progresses,339.72,340.47,100.0,0.75,10,0.075,0.029999999999972715
968,right,340.5,340.8,100.0,0.3000000000000113,5,0.06000000000000226,0.0
969,so,340.8,341.01,100.0,0.2099999999999795,2,0.10499999999998975,0.30000000000001137
970,the,341.31,341.46,100.0,0.1499999999999772,3,0.049999999999992405,0.0
971,question,341.46,341.82,100.0,0.3600000000000136,8,0.0450000000000017,0.0
972,for,341.82,342.0,100.0,0.1800000000000068,3,0.06000000000000227,0.0
973,us,342.0,342.21,100.0,0.2099999999999795,2,0.10499999999998975,0.0
974,was,342.21,342.48,100.0,0.2700000000000386,3,0.09000000000001286,0.0
975,how,342.48,342.69,100.0,0.2099999999999795,3,0.06999999999999316,0.0
976,can,342.69,342.9,100.0,0.2099999999999795,3,0.06999999999999316,0.0
977,we,342.9,343.02,100.0,0.1200000000000045,2,0.06000000000000225,0.0
978,capture,343.02,343.68,100.0,0.660000000000025,7,0.09428571428571786,0.08999999999997499
979,that,343.77,344.07,100.0,0.3000000000000113,4,0.07500000000000283,0.0
980,change,344.07,344.76,100.0,0.6899999999999977,6,0.11499999999999962,0.3299999999999841
981,through,345.09,345.39,100.0,0.3000000000000113,7,0.042857142857144474,0.0
982,a,345.39,345.51,100.0,0.1200000000000045,1,0.1200000000000045,0.0
983,visualization,345.51,346.26,100.0,0.75,13,0.057692307692307696,0.38999999999998636
984,so,346.65,346.86,100.0,0.2100000000000363,2,0.10500000000001815,0.0
985,we,346.86,346.98,100.0,0.1200000000000045,2,0.06000000000000225,0.0
986,went,346.98,347.37,100.0,0.3899999999999863,4,0.09749999999999658,0.029999999999972715
987,to,347.4,347.79,100.0,0.3900000000000432,2,0.1950000000000216,0.0
988,flicker,347.79,348.48,100.0,0.6899999999999977,7,0.09857142857142824,0.2999999999999545
989,which,348.78,349.23,100.0,0.4500000000000455,5,0.0900000000000091,0.0
990,is,349.23,349.35,100.0,0.1200000000000045,2,0.06000000000000225,0.0
991,a,349.35,349.41,100.0,0.0600000000000022,1,0.0600000000000022,0.0
992,website,349.41,349.98,100.0,0.5699999999999932,7,0.08142857142857045,0.029999999999972715
993,where,350.01,350.34,100.0,0.3299999999999841,5,0.06599999999999681,0.0
994,people,350.34,350.67,100.0,0.3300000000000409,6,0.05500000000000682,0.0
995,can,350.67,350.91,100.0,0.2400000000000091,3,0.08000000000000303,0.0
996,post,350.91,351.36,100.0,0.4499999999999886,4,0.11249999999999714,0.0
997,photos,351.36,351.81,100.0,0.4499999999999886,6,0.0749999999999981,0.0
