,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
571,which,199.0,199.16,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232
572,you,199.18,199.24,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999999204
573,just,199.28,199.44,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.03999999999999204
574,heard,199.48,199.72,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.03999999999999204
575,or,199.76,199.8,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.07999999999998408
576,summarize,199.88,200.46,9,0.5800000000000125,0.06444444444444583,15.51724137931001,0.03999999999999204
577,it,200.5,200.62,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.47999999999998977
578,so,201.1,201.2,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.040000000000020464
579,i,201.24,201.28,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.060000000000002274
580,want,201.34,201.52,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.0
581,you,201.52,201.6,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.03999999999999204
582,to,201.64,201.66,2,0.020000000000010232,0.010000000000005116,99.99999999994884,0.03999999999999204
583,forget,201.7,202.04,6,0.3400000000000034,0.05666666666666723,17.647058823529235,0.14000000000001478
584,all,202.18,202.36,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.05999999999997385
585,of,202.42,202.46,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.07999999999998408
586,that,202.54,202.7,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.0800000000000125
587,it,202.78,202.88,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.020000000000010232
588,is,202.9,203.02,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.07999999999998408
589,crap,203.1,203.62,4,0.5200000000000102,0.13000000000000256,7.692307692307541,3.5600000000000023
590,there,207.18,207.34,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232
591,is,207.36,207.48,2,0.11999999999997613,0.05999999999998806,16.666666666669983,0.10000000000002274
592,no,207.58,207.74,2,0.1599999999999966,0.0799999999999983,12.500000000000266,0.12000000000000455
593,reason,207.86,208.34,6,0.47999999999998977,0.0799999999999983,12.500000000000266,0.09999999999999432
594,to,208.44,208.52,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.060000000000002274
595,learn,208.58,208.78,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.060000000000002274
596,how,208.84,208.96,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.01999999999998181
597,to,208.98,209.06,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.09999999999999432
598,show,209.16,209.6,4,0.4399999999999977,0.10999999999999943,9.090909090909138,0.09999999999999432
599,your,209.7,209.86,4,0.160000000000025,0.04000000000000625,24.999999999996092,0.05999999999997385
600,paying,209.92,210.22,6,0.30000000000001137,0.0500000000000019,19.999999999999243,0.03999999999999204
601,attention,210.26,210.9,9,0.6400000000000148,0.07111111111111275,14.062499999999675,0.47999999999998977
602,if,211.38,211.54,2,0.1599999999999966,0.0799999999999983,12.500000000000266,0.020000000000010232
603,you,211.56,211.64,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.0800000000000125
604,are,211.72,211.86,3,0.14000000000001478,0.046666666666671595,21.428571428569168,0.03999999999999204
605,in,211.9,212.0,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.060000000000002274
606,fact,212.06,212.54,4,0.47999999999998977,0.11999999999999744,8.333333333333512,1.3600000000000136
607,paying,213.9,214.22,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.020000000000010232
608,attention,214.24,214.82,9,0.5799999999999841,0.06444444444444268,15.517241379310772,5.099999999999994
609,now,219.92,220.04,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.12000000000000455
610,i,220.16,220.26,1,0.09999999999999432,0.09999999999999432,10.000000000000568,0.12000000000000455
611,actually,220.38,220.7,8,0.3199999999999932,0.03999999999999915,25.000000000000533,0.0800000000000125
612,use,220.78,220.94,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.03999999999999204
613,the,220.98,221.02,3,0.040000000000020464,0.013333333333340155,74.99999999996163,0.060000000000002274
614,exact,221.08,221.46,5,0.37999999999999545,0.0759999999999991,13.157894736842263,0.03999999999999204
615,same,221.5,221.72,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.03999999999999204
616,skills,221.76,222.06,6,0.30000000000001137,0.0500000000000019,19.999999999999243,0.020000000000010232
617,as,222.08,222.2,2,0.11999999999997613,0.05999999999998806,16.666666666669983,0.020000000000010232
618,a,222.22,222.26,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.10000000000002274
619,professional,222.36,223.02,12,0.6599999999999966,0.054999999999999716,18.181818181818276,0.03999999999999204
620,interviewer,223.06,223.52,11,0.46000000000000796,0.04181818181818254,23.913043478260455,0.03999999999999204
621,that,223.56,223.64,4,0.07999999999998408,0.01999999999999602,50.00000000000995,0.020000000000010232
622,i,223.66,223.72,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.0800000000000125
623,do,223.8,223.92,2,0.11999999999997613,0.05999999999998806,16.666666666669983,0.12000000000000455
624,in,224.04,224.16,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.09999999999999432
625,regular,224.26,224.68,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.060000000000002274
626,life,224.74,225.1,4,0.3599999999999852,0.0899999999999963,11.111111111111567,1.5
627,so,226.6,226.96,2,0.36000000000001364,0.18000000000000682,5.555555555555345,1.1799999999999784
628,i'm,228.14,228.34,3,0.20000000000001705,0.06666666666667236,14.999999999998721,0.03999999999999204
629,going,228.38,228.5,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.0
630,to,228.5,228.54,2,0.03999999999999204,0.01999999999999602,50.00000000000995,0.060000000000002274
631,teach,228.6,228.84,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.020000000000010232
632,you,228.86,228.92,3,0.05999999999997385,0.019999999999991285,50.00000000002179,0.060000000000002274
633,how,228.98,229.1,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.020000000000010232
634,to,229.12,229.18,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
635,interview,229.24,229.58,9,0.3400000000000034,0.03777777777777816,26.470588235293853,0.05999999999997385
636,people,229.64,229.98,6,0.3400000000000034,0.05666666666666723,17.647058823529235,0.040000000000020464
637,and,230.02,230.12,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.03999999999999204
638,that's,230.16,230.34,6,0.18000000000000682,0.030000000000001137,33.33333333333207,0.060000000000002274
639,actually,230.4,230.64,8,0.23999999999998067,0.029999999999997584,33.333333333336014,0.040000000000020464
640,going,230.68,230.76,5,0.07999999999998408,0.015999999999996815,62.500000000012434,0.0
641,to,230.76,230.8,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.060000000000002274
642,help,230.86,231.04,4,0.1799999999999784,0.0449999999999946,22.22222222222489,0.040000000000020464
643,you,231.08,231.14,3,0.05999999999997385,0.019999999999991285,50.00000000002179,0.0800000000000125
644,learn,231.22,231.44,5,0.21999999999999886,0.043999999999999775,22.727272727272844,0.03999999999999204
645,how,231.48,231.64,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.060000000000002274
646,to,231.7,231.78,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.060000000000002274
647,be,231.84,231.98,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.4200000000000159
648,better,232.4,232.68,6,0.28000000000000114,0.046666666666666856,21.428571428571342,0.060000000000002274
649,conversations,232.74,233.52,13,0.7800000000000011,0.06000000000000009,16.666666666666643,0.07999999999998408
650,learn,233.6,233.76,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232
651,to,233.78,233.84,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
652,have,233.88,234.04,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.0
653,a,234.04,234.08,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.05999999999997385
654,conversation,234.14,234.7,12,0.5600000000000023,0.046666666666666856,21.428571428571342,0.28000000000000114
655,without,234.98,235.28,7,0.30000000000001137,0.04285714285714448,23.333333333332448,0.03999999999999204
656,wasting,235.32,235.64,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.020000000000010232
657,your,235.66,235.76,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.040000000000020464
658,time,235.8,236.1,4,0.29999999999998295,0.07499999999999574,13.33333333333409,0.21999999999999886
659,without,236.32,236.54,7,0.21999999999999886,0.031428571428571264,31.818181818181984,0.060000000000002274
660,getting,236.6,236.8,7,0.20000000000001705,0.028571428571431006,34.999999999997016,0.03999999999999204
661,board,236.84,237.12,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.060000000000002274
662,and,237.18,237.36,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.39999999999997726
663,please,237.76,238.06,6,0.30000000000001137,0.0500000000000019,19.999999999999243,0.03999999999999204
664,god,238.1,238.38,3,0.28000000000000114,0.09333333333333371,10.714285714285671,0.4399999999999977
665,without,238.82,239.14,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.060000000000002274
666,offending,239.2,239.68,9,0.4800000000000182,0.053333333333335356,18.74999999999929,0.03999999999999204
667,anybody,239.72,240.22,7,0.5,0.07142857142857142,14.0,0.7400000000000091
668,we've,240.96,241.12,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.07999999999998408
669,all,241.2,241.42,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.12000000000000455
670,had,241.54,241.86,3,0.3200000000000216,0.10666666666667386,9.374999999999368,0.05999999999997385
671,really,241.92,242.14,6,0.21999999999999886,0.03666666666666648,27.272727272727412,0.060000000000002274
672,great,242.2,242.38,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.060000000000002274
673,conversations,242.44,243.12,13,0.6800000000000068,0.05230769230769283,19.117647058823337,0.03999999999999204
674,we've,243.16,243.32,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.040000000000020464
675,had,243.36,243.58,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.07999999999998408
676,them,243.66,243.76,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.040000000000020464
677,before,243.8,244.08,6,0.28000000000000114,0.046666666666666856,21.428571428571342,0.03999999999999204
678,we,244.12,244.16,2,0.03999999999999204,0.01999999999999602,50.00000000000995,0.0800000000000125
679,know,244.24,244.38,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.03999999999999204
680,what,244.42,244.5,4,0.0800000000000125,0.020000000000003126,49.999999999992184,0.020000000000010232
681,it's,244.52,244.64,4,0.11999999999997613,0.02999999999999403,33.333333333339965,0.040000000000020464
682,like,244.68,244.9,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.03999999999999204
683,the,244.94,245.0,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.060000000000002274
684,kind,245.06,245.24,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.0
685,of,245.24,245.3,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.01999999999998181
686,conversation,245.32,245.86,12,0.5400000000000205,0.045000000000001705,22.22222222222138,0.01999999999998181
687,where,245.88,245.96,5,0.0800000000000125,0.016000000000002502,62.49999999999023,0.01999999999998181
688,you,245.98,246.04,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.0800000000000125
689,walk,246.12,246.32,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.020000000000010232
690,away,246.34,246.5,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274
691,feeling,246.56,246.84,7,0.28000000000000114,0.04000000000000016,24.999999999999897,0.07999999999998408
692,engaged,246.92,247.6,7,0.6800000000000068,0.09714285714285811,10.29411764705872,0.020000000000010232
693,and,247.62,247.72,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.020000000000010232
694,inspired,247.74,248.52,8,0.7800000000000011,0.09750000000000014,10.256410256410241,0.4399999999999977
695,or,248.96,249.06,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.09999999999999432
696,you,249.16,249.22,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.060000000000002274
697,feel,249.28,249.46,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.01999999999998181
698,like,249.48,249.62,4,0.14000000000001478,0.035000000000003695,28.571428571425557,0.03999999999999204
699,you've,249.66,249.86,6,0.20000000000001705,0.03333333333333618,29.999999999997442,0.03999999999999204
700,made,249.9,250.04,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.020000000000010232
701,a,250.06,250.1,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.0800000000000125
702,real,250.18,250.4,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.07999999999998408
703,connection,250.48,251.06,10,0.5800000000000125,0.05800000000000125,17.241379310344456,0.07999999999998408
704,or,251.14,251.2,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
705,you've,251.24,251.34,6,0.09999999999999432,0.01666666666666572,60.00000000000341,0.03999999999999204
706,been,251.38,251.48,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.10000000000002274
707,perfectly,251.58,252.18,9,0.5999999999999943,0.06666666666666604,15.000000000000142,0.060000000000002274
708,understood,252.24,252.88,10,0.6399999999999864,0.06399999999999864,15.625000000000334,0.8000000000000114
709,there,253.68,253.82,5,0.13999999999998636,0.02799999999999727,35.7142857142892,0.020000000000010232
710,is,253.84,253.94,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.0800000000000125
711,no,254.02,254.2,2,0.1799999999999784,0.0899999999999892,11.111111111112445,0.12000000000000455
712,reason,254.32,254.72,6,0.4000000000000057,0.06666666666666761,14.999999999999787,0.0800000000000125
713,why,254.8,254.94,3,0.13999999999998636,0.04666666666666212,21.428571428573516,0.12000000000000455
714,most,255.06,255.34,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.0
715,of,255.34,255.42,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.040000000000020464
716,your,255.46,255.54,4,0.07999999999998408,0.01999999999999602,50.00000000000995,0.040000000000020464
717,interactions,255.58,256.26,12,0.6799999999999784,0.05666666666666487,17.64705882352997,0.3199999999999932
718,can't,256.58,256.9,5,0.3199999999999932,0.06399999999999864,15.625000000000334,0.040000000000020464
719,be,256.94,257.02,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.10000000000002274
720,like,257.12,257.34,4,0.21999999999997044,0.05499999999999261,18.181818181820624,0.040000000000020464
721,that,257.38,257.62,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.5799999999999841
722,so,258.2,258.28,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.040000000000020464
723,i,258.32,258.38,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.060000000000002274
724,have,258.44,258.56,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.07999999999998408
725,ten,258.64,258.86,3,0.22000000000002728,0.07333333333334242,13.636363636361946,0.060000000000002274
726,basic,258.92,259.26,5,0.339999999999975,0.067999999999995,14.705882352942258,0.060000000000002274
727,rules,259.32,259.66,5,0.34000000000003183,0.06800000000000636,14.705882352939799,0.13999999999998636
728,i'm,259.8,259.92,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.0
729,gonna,259.92,260.02,5,0.0999999999999659,0.01999999999999318,50.00000000001705,0.060000000000002274
730,walk,260.08,260.32,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.01999999999998181
731,you,260.34,260.38,3,0.040000000000020464,0.013333333333340155,74.99999999996163,0.040000000000020464
732,through,260.42,260.56,7,0.13999999999998636,0.01999999999999805,50.000000000004874,0.060000000000002274
733,all,260.62,260.74,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.03999999999996362
734,of,260.78,260.82,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.040000000000020464
735,them,260.86,260.96,4,0.0999999999999659,0.024999999999991473,40.00000000001364,0.060000000000002274
736,but,261.02,261.12,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.2799999999999727
737,honestly,261.4,261.82,8,0.4200000000000159,0.05250000000000199,19.047619047618326,0.10000000000002274
738,if,261.92,262.02,2,0.0999999999999659,0.04999999999998295,20.00000000000682,0.020000000000038654
739,you,262.04,262.1,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.060000000000002274
740,just,262.16,262.28,4,0.1199999999999477,0.029999999999986926,33.33333333334786,0.08000000000004093
741,choose,262.36,262.64,6,0.2799999999999727,0.04666666666666212,21.428571428573516,0.08000000000004093
742,one,262.72,262.92,3,0.19999999999998863,0.06666666666666288,15.000000000000853,0.01999999999998181
743,of,262.94,262.98,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.07999999999998408
744,them,263.06,263.24,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.5199999999999818
745,and,263.76,263.9,3,0.13999999999998636,0.04666666666666212,21.428571428573516,0.10000000000002274
746,master,264.0,264.62,6,0.6200000000000045,0.1033333333333341,9.677419354838639,0.01999999999998181
747,it,264.64,264.82,2,0.18000000000000682,0.09000000000000341,11.11111111111069,0.34000000000003183
748,you're,265.16,265.3,6,0.13999999999998636,0.02333333333333106,42.85714285714703,0.03999999999996362
749,already,265.34,265.68,7,0.34000000000003183,0.048571428571433116,20.58823529411572,0.07999999999998408
750,enjoyed,265.76,266.18,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.060000000000002274
751,better,266.24,266.46,6,0.21999999999997044,0.03666666666666174,27.272727272730936,0.060000000000002274
752,conversations,266.52,267.32,13,0.8000000000000114,0.061538461538462416,16.24999999999977,0.6999999999999886
753,number,268.02,268.24,6,0.22000000000002728,0.03666666666667121,27.27272727272389,0.03999999999996362
754,one,268.28,268.52,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.4399999999999977
755,don't,268.96,269.14,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.040000000000020464
756,multi,269.18,269.42,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.03999999999996362
757,task,269.46,269.8,4,0.34000000000003183,0.08500000000000796,11.764705882351839,0.339999999999975
758,and,270.14,270.28,3,0.13999999999998636,0.04666666666666212,21.428571428573516,0.020000000000038654
759,i,270.3,270.34,1,0.03999999999996362,0.03999999999996362,25.000000000022737,0.060000000000002274
760,don't,270.4,270.5,5,0.10000000000002274,0.02000000000000455,49.99999999998863,0.060000000000002274
761,mean,270.56,270.7,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.040000000000020464
762,just,270.74,270.94,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.10000000000002274
763,set,271.04,271.26,3,0.21999999999997044,0.07333333333332348,13.636363636365468,0.060000000000002274
764,down,271.32,271.54,4,0.22000000000002728,0.05500000000000682,18.181818181815927,0.01999999999998181
765,your,271.56,271.66,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.03999999999996362
766,cell,271.7,271.92,4,0.22000000000002728,0.05500000000000682,18.181818181815927,0.03999999999996362
767,phone,271.96,272.3,5,0.34000000000003183,0.06800000000000636,14.705882352939799,0.060000000000002274
768,or,272.36,272.44,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.040000000000020464
769,your,272.48,272.58,4,0.0999999999999659,0.024999999999991473,40.00000000001364,0.040000000000020464
770,tablet,272.62,273.02,6,0.39999999999997726,0.06666666666666288,15.000000000000853,0.040000000000020464
771,or,273.06,273.12,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
772,your,273.16,273.26,4,0.0999999999999659,0.024999999999991473,40.00000000001364,0.040000000000020464
773,car,273.3,273.5,3,0.19999999999998863,0.06666666666666288,15.000000000000853,0.060000000000002274
774,keys,273.56,273.8,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.01999999999998181
775,or,273.82,273.84,2,0.01999999999998181,0.009999999999990905,100.00000000009095,0.040000000000020464
776,whatever,273.88,274.12,8,0.2400000000000091,0.030000000000001137,33.33333333333207,0.01999999999998181
777,is,274.14,274.18,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.040000000000020464
778,in,274.22,274.26,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.01999999999998181
779,your,274.28,274.38,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.040000000000020464
780,hand,274.42,274.7,4,0.2799999999999727,0.06999999999999318,14.285714285715677,0.28000000000002956
781,i,274.98,275.08,1,0.0999999999999659,0.0999999999999659,10.00000000000341,0.060000000000002274
782,mean,275.14,275.34,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.4000000000000341
783,be,275.74,275.86,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.0999999999999659
784,present,275.96,276.54,7,0.5800000000000409,0.08285714285714871,12.068965517240528,0.5999999999999659
785,be,277.14,277.26,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.10000000000002274
786,in,277.36,277.54,2,0.18000000000000682,0.09000000000000341,11.11111111111069,0.15999999999996817
787,that,277.7,278.12,4,0.4200000000000159,0.10500000000000398,9.523809523809163,0.21999999999997044
788,moment,278.34,278.84,6,0.5,0.08333333333333333,12.0,0.6000000000000227
789,don't,279.44,279.64,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.020000000000038654
790,be,279.66,279.72,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.07999999999998408
791,thinking,279.8,280.12,8,0.3199999999999932,0.03999999999999915,25.000000000000533,0.0
792,about,280.12,280.36,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.060000000000002274
793,your,280.42,280.54,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.39999999999997726
794,argument,280.94,281.36,8,0.4200000000000159,0.05250000000000199,19.047619047618326,0.01999999999998181
795,you,281.38,281.46,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.040000000000020464
796,have,281.5,281.64,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.020000000000038654
797,to,281.66,281.7,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.040000000000020464
798,their,281.74,281.84,5,0.0999999999999659,0.01999999999999318,50.00000000001705,0.040000000000020464
799,boss,281.88,282.16,4,0.28000000000002956,0.07000000000000739,14.285714285712778,0.01999999999998181
800,don't,282.18,282.3,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.0
801,be,282.3,282.36,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
802,thinking,282.42,282.66,8,0.2400000000000091,0.030000000000001137,33.33333333333207,0.01999999999998181
803,about,282.68,282.94,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.2400000000000091
804,what,283.18,283.34,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.020000000000038654
805,you're,283.36,283.48,6,0.12000000000000455,0.020000000000000757,49.9999999999981,0.01999999999998181
806,gonna,283.5,283.62,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.060000000000002274
807,have,283.68,283.84,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.060000000000002274
808,for,283.9,284.0,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
809,dinner,284.06,284.28,6,0.21999999999997044,0.03666666666666174,27.272727272730936,0.020000000000038654
810,if,284.3,284.4,2,0.0999999999999659,0.04999999999998295,20.00000000000682,0.0
811,you,284.4,284.46,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.040000000000020464
812,want,284.5,284.64,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.0
813,to,284.64,284.68,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.060000000000002274
814,get,284.74,284.86,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.01999999999998181
815,out,284.88,285.04,3,0.160000000000025,0.05333333333334167,18.74999999999707,0.0
816,of,285.04,285.08,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.020000000000038654
817,the,285.1,285.16,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999996362
818,conversation,285.2,285.82,12,0.6200000000000045,0.05166666666666705,19.354838709677278,0.10000000000002274
819,get,285.92,286.02,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.020000000000038654
820,out,286.04,286.16,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.0
821,of,286.16,286.2,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.040000000000020464
822,the,286.24,286.28,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.040000000000020464
823,conversation,286.32,286.94,12,0.6200000000000045,0.05166666666666705,19.354838709677278,0.28000000000002956
824,but,287.22,287.3,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.03999999999996362
825,don't,287.34,287.5,5,0.160000000000025,0.032000000000005004,31.249999999995115,0.040000000000020464
826,be,287.54,287.6,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.0999999999999659
827,half,287.7,288.02,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.060000000000002274
828,in,288.08,288.18,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.060000000000002274
829,it,288.24,288.36,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.39999999999997726
830,and,288.76,288.86,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
831,half,288.92,289.2,4,0.2799999999999727,0.06999999999999318,14.285714285715677,0.040000000000020464
832,out,289.24,289.42,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.0
833,of,289.42,289.48,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999996362
834,it,289.52,289.66,2,0.1400000000000432,0.0700000000000216,14.285714285709878,0.7399999999999523
835,number,290.4,290.58,6,0.18000000000000682,0.030000000000001137,33.33333333333207,0.020000000000038654
836,two,290.6,290.72,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.5999999999999659
837,don't,291.32,291.56,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.040000000000020464
838,puntificate,291.6,292.3,11,0.6999999999999886,0.0636363636363626,15.71428571428597,0.6800000000000068
839,if,292.98,293.1,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.01999999999998181
840,you,293.12,293.2,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.4000000000000341
841,wanted,293.6,293.94,6,0.339999999999975,0.0566666666666625,17.64705882353071,0.0
842,to,293.94,294.0,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.07999999999998408
843,state,294.08,294.44,5,0.36000000000001364,0.07200000000000273,13.888888888888362,0.01999999999998181
844,your,294.46,294.56,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.01999999999998181
845,opinion,294.58,295.12,7,0.5400000000000205,0.07714285714286007,12.962962962962472,0.10000000000002274
846,without,295.22,295.68,7,0.45999999999997954,0.0657142857142828,15.217391304348503,0.339999999999975
847,any,296.02,296.34,3,0.3199999999999932,0.1066666666666644,9.3750000000002,0.08000000000004093
848,opportunity,296.42,297.06,11,0.6399999999999864,0.05818181818181694,17.187500000000366,0.060000000000002274
849,for,297.12,297.24,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.0999999999999659
850,response,297.34,297.96,8,0.6200000000000045,0.07750000000000057,12.903225806451518,0.060000000000002274
851,or,298.02,298.16,2,0.1400000000000432,0.0700000000000216,14.285714285709878,0.15999999999996817
852,arguments,298.32,298.86,9,0.5400000000000205,0.060000000000002274,16.666666666666035,0.07999999999998408
853,or,298.94,299.04,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.060000000000002274
854,push,299.1,299.36,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.01999999999998181
