,Word,Start,End,time_spent,post_pause,speaker,intensity,length,std_time_spent,amplitude,post_space,time
374,now,144.64,144.94,0.3000000000000113,0.5600000000000023,0,0.0216902337106717,3,0.10000000000000377,0.2086165803582328,0.5600000000000023,144.79
375,c,145.5,145.64,0.1399999999999863,0.1000000000000227,0,0.0395263236898181,1,0.1399999999999863,0.450207181416497,0.10000000000002274,145.57
376,b,145.74,145.82,0.079999999999984,0.1200000000000045,0,0.0487480336576362,1,0.079999999999984,0.5751156370541919,0.12000000000000455,145.78
377,p,145.94,146.06,0.1200000000000045,0.1800000000000068,0,0.0448052600217604,1,0.1200000000000045,0.5217105996473613,0.18000000000000682,146.0
378,just,146.24,146.42,0.1799999999999784,0.0400000000000204,0,0.0494604824351615,4,0.0449999999999946,0.5847657861948842,0.040000000000020464,146.32999999999998
379,sees,146.46,146.74,0.2800000000000011,0.0600000000000022,0,0.0465007889490896,4,0.07000000000000027,0.5446766114326836,0.060000000000002274,146.60000000000002
380,over,146.8,147.0,0.1999999999999886,0.0800000000000125,0,0.0468424548367524,4,0.04999999999999715,0.5493044904834202,0.0800000000000125,146.9
381,three,147.08,147.26,0.1799999999999784,0.0800000000000125,0,0.0416373485700703,5,0.03599999999999568,0.4788011036419042,0.0800000000000125,147.17000000000002
382,million,147.34,147.7,0.3599999999999852,0.0400000000000204,0,0.0570933389315289,7,0.05142857142856932,0.6881531536562987,0.040000000000020464,147.51999999999998
383,a,147.74,147.78,0.039999999999992,0.0600000000000022,0,0.0421130813979237,1,0.039999999999992,0.4852449251273654,0.060000000000002274,147.76
384,meth,147.84,148.26,0.4199999999999875,0.0400000000000204,0,0.0308279917521013,4,0.10499999999999687,0.3323879035650031,0.040000000000020464,148.05
385,at,148.3,148.42,0.1199999999999761,0.0400000000000204,0,0.0329591516104054,2,0.05999999999998805,0.361254554928665,0.040000000000020464,148.36
386,the,148.46,148.52,0.0600000000000022,0.039999999999992,0,0.0379511457632098,3,0.020000000000000732,0.4288713290795801,0.03999999999999204,148.49
387,border,148.56,148.9,0.3400000000000034,0.5,0,0.0450373712310445,6,0.05666666666666723,0.5248545558972378,0.5,148.73000000000002
388,just,149.4,149.62,0.2199999999999988,0.0199999999999818,0,0.0241354944484304,4,0.0549999999999997,0.2417377415583602,0.01999999999998181,149.51
389,in,149.64,149.7,0.0600000000000022,0.0600000000000022,0,0.0612540500955156,2,0.0300000000000011,0.7445101641957513,0.060000000000002274,149.67
390,two,149.76,149.9,0.1400000000000147,0.039999999999992,0,0.0390202133331941,3,0.04666666666667157,0.4433518950055418,0.03999999999999204,149.82999999999998
391,days,149.94,150.2,0.2599999999999909,0.0200000000000102,0,0.0523704530139379,4,0.06499999999999773,0.6241814620526763,0.020000000000010232,150.07
392,alone,150.22,150.62,0.4000000000000057,0.9399999999999976,0,0.0363762161358684,5,0.08000000000000114,0.4075388399668466,0.9399999999999977,150.42000000000002
393,you,151.56,151.64,0.079999999999984,0.0400000000000204,0,0.0348685993358932,3,0.026666666666661332,0.3871181059776488,0.040000000000020464,151.6
394,have,151.68,151.76,0.079999999999984,0.0400000000000204,0,0.0393532733527981,4,0.019999999999996,0.4478632072056197,0.040000000000020464,151.72
395,seen,151.8,152.06,0.2599999999999909,0.1200000000000045,0,0.0466663487685739,4,0.06499999999999773,0.546919126263404,0.12000000000000455,151.93
396,like,152.18,152.3,0.1200000000000045,0.039999999999992,0,0.0415067492518926,4,0.030000000000001126,0.4770321302955452,0.03999999999999204,152.24
397,this,152.34,152.5,0.1599999999999966,0.1200000000000045,0,0.045173078437511,4,0.03999999999999915,0.5266927158087729,0.12000000000000455,152.42000000000002
398,every,152.62,152.94,0.3199999999999932,0.0600000000000022,0,0.0369424192813518,5,0.06399999999999864,0.4152080857711882,0.060000000000002274,152.78
399,single,153.0,153.34,0.3400000000000034,0.039999999999992,0,0.0401456135025624,6,0.05666666666666723,0.45859548839774,0.03999999999999204,153.17000000000002
400,day,153.38,153.66,0.2800000000000011,0.4000000000000057,0,0.0302061297803161,3,0.0933333333333337,0.3239647565796197,0.4000000000000057,153.51999999999998
401,cartels,154.06,154.58,0.5200000000000102,0.0599999999999738,0,0.0378441417194381,7,0.07428571428571575,0.4274219547334831,0.05999999999997385,154.32
402,get,154.64,154.78,0.1400000000000147,0.0600000000000022,0,0.0466438839649513,3,0.04666666666667157,0.5466148395382198,0.060000000000002274,154.70999999999998
403,rich,154.84,155.18,0.3400000000000034,0.039999999999992,0,0.0351653275242388,4,0.08500000000000085,0.3911373019705582,0.03999999999999204,155.01
404,while,155.22,155.42,0.1999999999999886,0.0400000000000204,0,0.0566012462520815,5,0.03999999999999772,0.6814877372817987,0.040000000000020464,155.32
405,american,155.46,155.9,0.4399999999999977,0.0600000000000022,0,0.0396081865067286,8,0.054999999999999716,0.4513160167702568,0.060000000000002274,155.68
406,wages,155.96,156.34,0.3799999999999954,0.039999999999992,0,0.0520832714167766,5,0.07599999999999908,0.6202915750453682,0.03999999999999204,156.15
407,get,156.38,156.52,0.1400000000000147,0.0600000000000022,0,0.0493889435773379,3,0.04666666666667157,0.5837967893081876,0.060000000000002274,156.45
408,wiped,156.58,157.0,0.4199999999999875,0.0200000000000102,0,0.029382974047754,5,0.0839999999999975,0.3128150770014863,0.020000000000010232,156.79000000000002
409,out,157.02,157.3,0.2800000000000011,0.3799999999999954,0,0.0437039695668073,3,0.0933333333333337,0.5067935733673352,0.37999999999999545,157.16000000000003
410,because,157.68,157.94,0.2599999999999909,0.0800000000000125,0,0.0452056411005908,7,0.03714285714285585,0.5271337784718736,0.0800000000000125,157.81
411,by,158.02,158.22,0.1999999999999886,0.0600000000000022,0,0.0530117181963931,2,0.0999999999999943,0.6328674263558516,0.060000000000002274,158.12
412,this,158.28,158.4,0.1200000000000045,0.0600000000000022,0,0.0345762776139101,4,0.030000000000001126,0.3831585957599473,0.060000000000002274,158.34
413,destroyed,158.46,158.92,0.4599999999999795,0.0200000000000102,0,0.0365124228296107,9,0.05111111111110883,0.4093837654548797,0.020000000000010232,158.69
414,the,158.94,159.0,0.0600000000000022,0.0800000000000125,0,0.0410548042187795,3,0.020000000000000732,0.4709105155064999,0.0800000000000125,158.97
415,dollar,159.08,159.46,0.3799999999999954,0.6399999999999864,0,0.0318340333837756,6,0.06333333333333256,0.3460147804629103,0.6399999999999864,159.27
416,don't,160.1,160.32,0.2199999999999988,0.0200000000000102,0,0.0411335055151321,5,0.04399999999999976,0.4719765279291853,0.020000000000010232,160.20999999999998
417,ask,160.34,160.56,0.2199999999999988,0.039999999999992,0,0.0350277188438112,3,0.07333333333333293,0.3892733865129538,0.03999999999999204,160.45
418,comment,160.6,160.94,0.3400000000000034,0.0800000000000125,0,0.0589373546456342,7,0.04857142857142906,0.7131304253146312,0.0800000000000125,160.76999999999998
419,about,161.02,161.34,0.3199999999999932,0.0200000000000102,0,0.0535374314876911,5,0.06399999999999864,0.6399882353547683,0.020000000000010232,161.18
420,it,161.36,161.46,0.0999999999999943,0.0199999999999818,0,0.020252565137383,2,0.04999999999999715,0.1891432980889979,0.01999999999998181,161.41000000000003
421,though,161.48,161.68,0.200000000000017,0.3599999999999852,0,0.0590858649775014,6,0.033333333333336164,0.7151420041069051,0.3599999999999852,161.57999999999998
422,she's,162.04,162.24,0.200000000000017,0.079999999999984,1,0.0392520688288336,5,0.0400000000000034,0.4464923876031735,0.07999999999998408,162.14
423,really,162.32,162.7,0.3799999999999954,0.1000000000000227,1,0.0620383301218308,6,0.06333333333333256,0.7551332706712739,0.10000000000002274,162.51
424,busy,162.8,163.2,0.3999999999999772,0.6800000000000068,1,0.04683279958712,4,0.0999999999999943,0.5491737097144967,0.6800000000000068,163.0
425,redesigning,163.88,164.54,0.6599999999999966,0.0200000000000102,0,0.0423420209012424,11,0.05999999999999969,0.4883459204843864,0.020000000000010232,164.20999999999998
426,her,164.56,164.64,0.079999999999984,0.0600000000000022,0,0.0437350197443886,3,0.026666666666661332,0.5072141493497165,0.060000000000002274,164.6
427,office,164.7,165.18,0.4800000000000182,0.9000000000000057,0,0.0147760136057189,6,0.08000000000000303,0.1149631735320906,0.9000000000000057,164.94
428,looks,166.08,166.26,0.1799999999999784,0.0400000000000204,0,0.0231044554956675,5,0.03599999999999568,0.2277722748779565,0.040000000000020464,166.17000000000002
429,beautiful,166.3,166.8,0.5,0.7399999999999807,0,0.0332615734281994,9,0.05555555555555555,0.3653508713757897,0.7399999999999807,166.55
430,how,167.54,167.68,0.1400000000000147,0.039999999999992,0,0.0395734395878887,3,0.04666666666667157,0.4508453682695331,0.03999999999999204,167.61
431,can,167.72,167.84,0.1200000000000045,0.039999999999992,0,0.034400397868023,3,0.0400000000000015,0.3807762970850409,0.03999999999999204,167.78
432,we,167.88,167.94,0.0600000000000022,0.039999999999992,0,0.0529607310046414,2,0.0300000000000011,0.6321768026644502,0.03999999999999204,167.91
433,get,167.98,168.1,0.1200000000000045,0.039999999999992,0,0.0370209420709473,3,0.0400000000000015,0.4162716803122179,0.03999999999999204,168.04
434,back,168.14,168.32,0.1800000000000068,0.0600000000000022,0,0.0404643555917737,4,0.0450000000000017,0.4629128636187189,0.060000000000002274,168.23
435,to,168.38,168.46,0.0800000000000125,0.0600000000000022,0,0.03739048618308,2,0.04000000000000625,0.4212771711048783,0.060000000000002274,168.42000000000002
436,work,168.52,168.8,0.2800000000000011,0.8599999999999852,0,0.0240024854575386,4,0.07000000000000027,0.2399361290921045,0.8599999999999852,168.66000000000003
437,covent,169.66,170.02,0.3600000000000136,0.0199999999999818,0,0.0473193982951615,6,0.06000000000000227,0.5557647100114997,0.01999999999998181,169.84
438,cases,170.04,170.44,0.4000000000000057,0.0200000000000102,0,0.0423359687095867,5,0.08000000000000114,0.4882639432897467,0.020000000000010232,170.24
439,are,170.46,170.52,0.0600000000000022,0.0600000000000022,0,0.0471581814420646,3,0.020000000000000732,0.5535810208461093,0.060000000000002274,170.49
440,back,170.58,170.86,0.2800000000000011,0.0199999999999818,0,0.0356049434166337,4,0.07000000000000027,0.3970919180216448,0.01999999999998181,170.72000000000003
441,up,170.88,171.12,0.2400000000000091,0.0600000000000022,0,0.04348042113981,2,0.12000000000000455,0.5037656003694949,0.060000000000002274,171.0
442,after,171.18,171.48,0.2999999999999829,0.0400000000000204,0,0.0345920254223651,5,0.05999999999999658,0.3833719004985104,0.040000000000020464,171.32999999999998
443,bid,171.52,171.76,0.2399999999999806,0.0200000000000102,0,0.0427367570088473,3,0.07999999999999353,0.4936926379323906,0.020000000000010232,171.64
444,and,171.78,171.84,0.0600000000000022,0.039999999999992,0,0.0326577069087183,3,0.020000000000000732,0.3571714735609682,0.03999999999999204,171.81
445,promised,171.88,172.3,0.4200000000000159,0.0199999999999818,0,0.0288943319647117,8,0.05250000000000199,0.3061963991027667,0.01999999999998181,172.09
446,and,172.32,172.4,0.0800000000000125,0.039999999999992,0,0.0305905590792632,3,0.026666666666670835,0.3291718678638539,0.03999999999999204,172.36
447,shut,172.44,172.62,0.1800000000000068,0.039999999999992,0,0.0425635905132452,4,0.0450000000000017,0.4913470903485542,0.03999999999999204,172.53
448,it,172.66,172.72,0.0600000000000022,0.039999999999992,0,0.0095344249353387,2,0.0300000000000011,0.0439656309732727,0.03999999999999204,172.69
449,down,172.76,173.08,0.3200000000000216,0.039999999999992,0,0.0483892336994612,4,0.0800000000000054,0.5702556762860792,0.03999999999999204,172.92000000000002
450,but,173.12,173.26,0.1399999999999863,0.4800000000000182,0,0.0456349453495125,3,0.0466666666666621,0.5329487228714097,0.4800000000000182,173.19
451,covered,173.74,174.1,0.3599999999999852,0.0200000000000102,0,0.0499999511749505,7,0.05142857142856932,0.5920729133315019,0.020000000000010232,173.92000000000002
452,is,174.12,174.22,0.0999999999999943,0.039999999999992,0,0.0422126337514172,2,0.04999999999999715,0.4865933660101695,0.03999999999999204,174.17000000000002
453,here,174.26,174.38,0.1200000000000045,0.0200000000000102,0,0.0622105270466476,4,0.030000000000001126,0.7574656853773852,0.020000000000010232,174.32
454,to,174.4,174.48,0.079999999999984,0.0600000000000022,0,0.0393792928751904,2,0.039999999999992,0.448215642748463,0.060000000000002274,174.44
455,stay,174.54,174.9,0.3600000000000136,0.3400000000000034,0,0.0279313767698196,4,0.0900000000000034,0.2931531298325309,0.3400000000000034,174.72
456,so,175.24,175.36,0.1200000000000045,0.079999999999984,0,0.0327895403088535,2,0.06000000000000225,0.3589571626001837,0.07999999999998408,175.3
457,planned,175.44,175.82,0.3799999999999954,0.0800000000000125,0,0.0338250458532165,7,0.054285714285713625,0.3729831294547079,0.0800000000000125,175.63
458,accordingly,175.9,176.5,0.5999999999999943,0.8199999999999932,0,0.0271820241361518,11,0.05454545454545403,0.2830031163831677,0.8199999999999932,176.2
459,if,177.32,177.44,0.1200000000000045,0.0200000000000102,0,0.0399679932194231,2,0.06000000000000225,0.456189614071364,0.020000000000010232,177.38
460,you,177.46,177.5,0.039999999999992,0.039999999999992,0,0.0627164948824581,3,0.013333333333330666,0.7643190413378302,0.03999999999999204,177.48000000000002
461,don't,177.54,177.68,0.1400000000000147,0.039999999999992,0,0.054788528308924,5,0.02800000000000294,0.6569343952685796,0.03999999999999204,177.61
462,like,177.72,177.84,0.1200000000000045,0.039999999999992,0,0.0461385183413643,4,0.030000000000001126,0.5397696405680804,0.03999999999999204,177.78
463,your,177.88,177.96,0.0800000000000125,0.0199999999999818,0,0.054207566103427,4,0.020000000000003126,0.6490652373655724,0.01999999999998181,177.92000000000002
464,dumb,177.98,178.18,0.200000000000017,0.039999999999992,0,0.0485414396878543,4,0.05000000000000425,0.5723173129039446,0.03999999999999204,178.07999999999998
465,governor,178.22,178.62,0.4000000000000057,0.0600000000000022,0,0.0519790805115991,8,0.05000000000000071,0.6188803047817583,0.060000000000002274,178.42000000000002
466,slapping,178.68,179.06,0.3799999999999954,0.0600000000000022,0,0.0400063177469109,8,0.047499999999999425,0.4567087214341255,0.060000000000002274,178.87
467,mandates,179.12,179.58,0.4600000000000079,0.0199999999999818,0,0.0473702840758982,8,0.05750000000000099,0.5564539600863692,0.01999999999998181,179.35000000000002
468,and,179.6,179.66,0.0600000000000022,0.0600000000000022,0,0.042253167000307,3,0.020000000000000732,0.4871423905987194,0.060000000000002274,179.63
469,lock,179.72,179.96,0.2400000000000091,0.0199999999999818,0,0.0405830619737044,4,0.060000000000002274,0.4645207466353224,0.01999999999998181,179.84
470,downs,179.98,180.26,0.2800000000000011,0.0400000000000204,0,0.0366201076377816,5,0.056000000000000216,0.4108423607838597,0.040000000000020464,180.12
471,back,180.3,180.54,0.2399999999999806,0.0600000000000022,0,0.0371517922422332,4,0.05999999999999515,0.4180440514746482,0.060000000000002274,180.42000000000002
472,on,180.6,180.74,0.1400000000000147,0.039999999999992,0,0.0464555785460575,2,0.07000000000000735,0.5440642345913811,0.03999999999999204,180.67000000000002
473,you,180.78,180.88,0.0999999999999943,0.2400000000000091,0,0.0357421528995712,3,0.03333333333333143,0.398950426332184,0.2400000000000091,180.82999999999998
474,move,181.12,181.36,0.2400000000000091,0.0199999999999818,0,0.0469986878825423,4,0.060000000000002274,0.551420673765837,0.01999999999998181,181.24
475,to,181.38,181.46,0.0800000000000125,0.0600000000000022,0,0.0509593384065865,2,0.04000000000000625,0.6050678543869438,0.060000000000002274,181.42000000000002
476,texas,181.52,181.92,0.3999999999999772,0.0400000000000204,0,0.0360266929851367,5,0.07999999999999544,0.4028045339520326,0.040000000000020464,181.72
477,or,181.96,182.02,0.0600000000000022,0.0600000000000022,0,0.0446563628435315,2,0.0300000000000011,0.5196937810045834,0.060000000000002274,181.99
478,florida,182.08,182.42,0.339999999999975,0.0,0,0.0428142651917537,7,0.048571428571425,0.4947424895824544,0.0,182.25
479,if,182.42,182.54,0.1200000000000045,0.0200000000000102,0,0.0220736664348899,2,0.06000000000000225,0.2138101929951717,0.020000000000010232,182.48
480,you,182.56,182.62,0.0600000000000022,0.0600000000000022,0,0.030002758346177,3,0.020000000000000732,0.321210081812381,0.060000000000002274,182.59
481,can,182.68,182.92,0.2399999999999806,0.5200000000000102,0,0.0376224416904348,3,0.07999999999999353,0.4244190183654692,0.5200000000000102,182.8
482,everybody,183.44,183.82,0.3799999999999954,0.0400000000000204,0,0.0406868207680893,9,0.04222222222222171,0.4659261639397784,0.040000000000020464,183.63
483,else,183.86,184.12,0.2599999999999909,0.0199999999999818,0,0.039706555041638,4,0.06499999999999773,0.4526484227797449,0.01999999999998181,183.99
484,is,184.14,184.34,0.200000000000017,0.5799999999999841,0,0.0301284790039062,2,0.1000000000000085,0.3229129734944569,0.5799999999999841,184.24
485,there's,184.92,185.12,0.200000000000017,0.0199999999999818,0,0.0352975339305644,7,0.028571428571431,0.3929280433945635,0.01999999999998181,185.01999999999998
486,a,185.14,185.2,0.0600000000000022,0.0800000000000125,0,0.0496643712280919,1,0.0600000000000022,0.5875274686090615,0.0800000000000125,185.17
487,permanent,185.28,185.9,0.6200000000000045,0.0600000000000022,0,0.0420235678565571,9,0.06888888888888939,0.4840324603838646,0.060000000000002274,185.59
488,pandemic,185.96,186.66,0.6999999999999886,0.039999999999992,0,0.0423102257434781,8,0.08749999999999858,0.487915253713587,0.03999999999999204,186.31
489,in,186.7,186.78,0.0800000000000125,0.039999999999992,0,0.0379161012956614,2,0.04000000000000625,0.4283966502688844,0.03999999999999204,186.74
490,the,186.82,186.88,0.0600000000000022,0.039999999999992,0,0.0549247897401148,3,0.020000000000000732,0.6587800621776908,0.03999999999999204,186.85
491,blue,186.92,187.16,0.2400000000000091,0.039999999999992,0,0.0560724657769466,4,0.060000000000002274,0.6743253831467229,0.03999999999999204,187.04
492,states,187.2,187.64,0.4399999999999977,0.5600000000000023,0,0.0194526362532169,6,0.07333333333333296,0.1783082271650729,0.5600000000000023,187.42
493,along,188.2,188.56,0.3600000000000136,0.0200000000000102,0,0.0428760881296601,5,0.07200000000000271,0.495579883918626,0.020000000000010232,188.38
494,with,188.58,188.74,0.1599999999999966,0.039999999999992,0,0.0443040108194156,4,0.03999999999999915,0.5149211577788781,0.03999999999999204,188.66000000000003
495,high,188.78,188.98,0.1999999999999886,0.0400000000000204,0,0.0423215455208776,4,0.04999999999999715,0.4880685805822544,0.040000000000020464,188.88
496,crime,189.02,189.42,0.3999999999999772,0.0600000000000022,0,0.0370367123696809,5,0.07999999999999544,0.4164852896825666,0.060000000000002274,189.22
497,taxes,189.48,189.92,0.4399999999999977,0.0200000000000102,0,0.0266916137015885,5,0.08799999999999955,0.2763604860875195,0.020000000000010232,189.7
498,and,189.94,190.02,0.0800000000000125,0.039999999999992,0,0.0326256265445631,3,0.026666666666670835,0.3567369436574138,0.03999999999999204,189.98000000000002
499,gas,190.06,190.36,0.3000000000000113,0.079999999999984,0,0.039580293108997,3,0.10000000000000377,0.450938199505856,0.07999999999998408,190.21
500,presses,190.44,190.92,0.4799999999999897,0.8200000000000216,0,0.0150855548077249,7,0.0685714285714271,0.1191559223426402,0.8200000000000216,190.68
501,this,191.74,191.94,0.1999999999999886,0.1800000000000068,0,0.0535760096681901,4,0.04999999999999715,0.6405107784584085,0.18000000000000682,191.84
502,by,192.12,192.36,0.2400000000000091,0.079999999999984,0,0.0461734705411027,2,0.12000000000000455,0.5402430696073476,0.07999999999998408,192.24
503,and,192.44,192.52,0.0800000000000125,0.0999999999999943,0,0.0614664419438022,3,0.026666666666670835,0.7473870208581384,0.09999999999999432,192.48000000000002
504,actually,192.62,193.02,0.4000000000000057,0.079999999999984,0,0.0378745029302411,8,0.05000000000000071,0.4278331986314065,0.07999999999998408,192.82
505,believe,193.1,193.64,0.539999999999992,0.1800000000000068,0,0.0483061788143594,7,0.077142857142856,0.5691306943177206,0.18000000000000682,193.37
506,in,193.82,193.96,0.1400000000000147,0.0600000000000022,0,0.0518506454502373,2,0.07000000000000735,0.6171406463864695,0.060000000000002274,193.89
507,this,194.02,194.2,0.1799999999999784,0.0600000000000022,0,0.0488183984350395,4,0.0449999999999946,0.5760687309714163,0.060000000000002274,194.11
508,environment,194.26,194.94,0.6800000000000068,0.2400000000000091,0,0.038760064776236,11,0.06181818181818244,0.4398281716831412,0.2400000000000091,194.6
509,the,195.18,195.24,0.0600000000000022,0.0600000000000022,0,0.0467583388878554,3,0.020000000000000732,0.5481651363606078,0.060000000000002274,195.21
510,democrats,195.3,195.92,0.6199999999999761,0.0,0,0.0327758454219641,9,0.06888888888888624,0.3587716647719652,0.0,195.61
511,are,195.92,196.02,0.1000000000000227,0.0199999999999818,0,0.0386288666671095,3,0.033333333333340896,0.4380510876877909,0.01999999999998181,195.97
512,going,196.04,196.16,0.1200000000000045,0.0,0,0.0420761915741774,5,0.024000000000000903,0.4847452508880993,0.0,196.1
513,to,196.16,196.22,0.0600000000000022,0.0600000000000022,0,0.0404673350731351,2,0.0300000000000011,0.4629532208210983,0.060000000000002274,196.19
514,win,196.28,196.5,0.2199999999999988,1.4000000000000057,0,0.0344519394005826,3,0.07333333333333293,0.3814744293463771,1.4000000000000057,196.39
515,i,197.9,198.0,0.0999999999999943,0.0999999999999943,1,0.0276447598896329,1,0.0999999999999943,0.2892708919407786,0.09999999999999432,197.95
516,believe,198.1,198.4,0.3000000000000113,0.0,1,0.0477470784320672,7,0.042857142857144474,0.5615576557443673,0.0,198.25
517,we're,198.4,198.5,0.0999999999999943,0.0200000000000102,1,0.0366985156692885,5,0.01999999999999886,0.4119044009216751,0.020000000000010232,198.45
518,going,198.52,198.64,0.1199999999999761,0.0,1,0.0384294159558354,5,0.02399999999999522,0.4353495192793256,0.0,198.57999999999998
519,to,198.64,198.7,0.0600000000000022,0.0800000000000125,1,0.0430698870531285,2,0.0300000000000011,0.4982048986197134,0.0800000000000125,198.67
520,win,198.78,199.12,0.3400000000000034,0.4199999999999875,1,0.0479847110556462,3,0.11333333333333447,0.5647763997868459,0.4199999999999875,198.95
521,let,199.54,199.64,0.0999999999999943,0.0200000000000102,1,0.0099708747431264,3,0.03333333333333143,0.0498773622730405,0.020000000000010232,199.58999999999997
522,me,199.66,199.72,0.0600000000000022,0.0600000000000022,1,0.0621545147192991,2,0.0300000000000011,0.7567069960095579,0.060000000000002274,199.69
523,say,199.78,199.92,0.1399999999999863,0.0400000000000204,1,0.0389700871978255,3,0.0466666666666621,0.4426729343596501,0.040000000000020464,199.85
524,this,199.96,200.1,0.1399999999999863,0.039999999999992,1,0.0297367700219038,4,0.034999999999996576,0.3176072585921143,0.03999999999999204,200.03
525,again,200.14,200.4,0.2600000000000193,0.039999999999992,1,0.0361031785635929,5,0.05200000000000386,0.4038405343811128,0.03999999999999204,200.26999999999998
526,for,200.44,200.5,0.0600000000000022,0.039999999999992,1,0.0189338159308862,3,0.020000000000000732,0.1712807837254139,0.03999999999999204,200.47
527,the,200.54,200.6,0.0600000000000022,0.039999999999992,1,0.0266938847479095,3,0.020000000000000732,0.2763912475069988,0.03999999999999204,200.57
528,president,200.64,200.94,0.3000000000000113,0.1800000000000068,1,0.0196689112656781,9,0.03333333333333459,0.1812376814521656,0.18000000000000682,200.79
529,we're,201.12,201.26,0.1399999999999863,0.0200000000000102,1,0.0308020628498795,5,0.02799999999999726,0.3320366954762414,0.020000000000010232,201.19
530,going,201.28,201.38,0.0999999999999943,0.0,1,0.0451930593200822,5,0.01999999999999886,0.526963357717155,0.0,201.32999999999998
531,to,201.38,201.44,0.0600000000000022,0.0800000000000125,1,0.0429075764420351,2,0.0300000000000011,0.496006394455514,0.0800000000000125,201.41
532,win,201.52,201.84,0.3199999999999932,0.079999999999984,1,0.0594972861326741,3,0.1066666666666644,0.7207147212373112,0.07999999999998408,201.68
533,in,201.92,202.02,0.1000000000000227,0.079999999999984,1,0.0451971698510133,2,0.05000000000001135,0.5270190350342957,0.07999999999998408,201.97
534,twenty,202.1,202.48,0.3799999999999954,0.1599999999999966,1,0.0323542216922747,6,0.06333333333333256,0.3530607533336861,0.1599999999999966,202.29
535,twenty,202.64,203.0,0.3600000000000136,0.1399999999999863,1,0.0334711706767487,6,0.06000000000000227,0.3681898750652972,0.13999999999998636,202.82
536,two,203.14,203.28,0.1400000000000147,0.6200000000000045,1,0.0448101255010932,3,0.04666666666667157,0.5217765027728689,0.6200000000000045,203.20999999999998
537,not,203.9,204.06,0.1599999999999966,0.039999999999992,0,0.0502610498545121,3,0.0533333333333322,0.5956095061051725,0.03999999999999204,203.98000000000002
538,even,204.1,204.32,0.2199999999999988,0.1200000000000045,0,0.052643973516253,4,0.0549999999999997,0.6278863089464369,0.12000000000000455,204.20999999999998
539,c,204.44,204.62,0.1800000000000068,0.0999999999999943,0,0.0328832055916261,1,0.1800000000000068,0.3602258628584672,0.09999999999999432,204.53
540,n,204.72,204.76,0.039999999999992,0.1000000000000227,0,0.046386770650643,1,0.039999999999992,0.5431322287072341,0.10000000000002274,204.74
541,n,204.86,204.98,0.1199999999999761,0.1400000000000147,0,0.0515374020023591,1,0.1199999999999761,0.6128977504973504,0.14000000000001478,204.92000000000002
542,says,205.12,205.42,0.2999999999999829,0.0600000000000022,0,0.0342231456384637,4,0.07499999999999572,0.3783754080601352,0.060000000000002274,205.26999999999998
543,that,205.48,205.74,0.2600000000000193,0.3799999999999954,0,0.020971729725043,4,0.06500000000000483,0.1988844131649888,0.37999999999999545,205.61
544,the,206.12,206.18,0.0600000000000022,0.0600000000000022,0,0.0370974493855702,3,0.020000000000000732,0.4173079751586057,0.060000000000002274,206.15
545,left,206.24,206.46,0.2199999999999988,0.039999999999992,0,0.0400778778900291,4,0.0549999999999997,0.4576780066310458,0.03999999999999204,206.35000000000002
546,wing,206.5,206.66,0.1599999999999966,0.0600000000000022,0,0.0491695793307557,4,0.03999999999999915,0.5808254912128962,0.060000000000002274,206.57999999999998
547,network,206.72,207.08,0.3600000000000136,0.039999999999992,0,0.0414879900527919,7,0.05142857142857337,0.4767780361419836,0.03999999999999204,206.9
548,admitting,207.12,207.5,0.3799999999999954,0.1800000000000068,0,0.0383155313763389,9,0.04222222222222171,0.4338069477827696,0.18000000000000682,207.31
549,every,207.68,208.2,0.5199999999999818,0.1000000000000227,0,0.0418989859221182,5,0.10399999999999636,0.4823449927574244,0.10000000000002274,207.94
550,single,208.3,208.68,0.3799999999999954,0.039999999999992,0,0.0452729473394004,6,0.06333333333333256,0.5280454443531275,0.03999999999999204,208.49
551,indicator,208.72,209.36,0.6400000000000148,0.339999999999975,0,0.0313629649934314,9,0.07111111111111275,0.3396341389828625,0.339999999999975,209.04000000000002
552,is,209.7,209.84,0.1400000000000147,0.079999999999984,0,0.0352744005782186,2,0.07000000000000735,0.3926147011483513,0.07999999999998408,209.76999999999998
553,pointing,209.92,210.26,0.3400000000000034,0.0400000000000204,0,0.0353951659602643,8,0.042500000000000426,0.3942504734095115,0.040000000000020464,210.08999999999997
554,to,210.3,210.36,0.0600000000000022,0.0599999999999738,0,0.0597408464796508,2,0.0300000000000011,0.7240137565465566,0.05999999999997385,210.33
555,a,210.42,210.46,0.0400000000000204,0.0600000000000022,0,0.0552459163190015,1,0.0400000000000204,0.6631297354132342,0.060000000000002274,210.44
556,landslide,210.52,211.14,0.6199999999999761,0.0400000000000204,0,0.0386532885426095,9,0.06888888888888624,0.4383818830351972,0.040000000000020464,210.82999999999998
557,victory,211.18,211.6,0.4199999999999875,0.0600000000000022,0,0.0263167878564806,7,0.059999999999998214,0.271283453995975,0.060000000000002274,211.39
558,for,211.66,211.76,0.0999999999999943,0.0400000000000204,0,0.0259243850535005,3,0.03333333333333143,0.2659683412588369,0.040000000000020464,211.70999999999998
559,the,211.8,211.84,0.039999999999992,0.0600000000000022,0,0.0348571119935604,3,0.013333333333330666,0.3869625094347979,0.060000000000002274,211.82
