,Word,Start,End,length,time_spent,std_time_spent,speed,post_space,time
859,a,301.44,301.48,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.01999999999998181,301.46000000000004
860,blog,301.5,301.82,4,0.3199999999999932,0.0799999999999983,12.500000000000266,3.920000000000016,301.65999999999997
861,now,305.74,305.88,3,0.1399999999999863,0.0466666666666621,21.42857142857352,0.07999999999998408,305.81
862,there's,305.96,306.14,7,0.1800000000000068,0.025714285714286685,38.888888888887415,0.020000000000038654,306.04999999999995
863,a,306.16,306.2,1,0.0399999999999636,0.0399999999999636,25.000000000022737,0.10000000000002274,306.18
864,really,306.3,306.52,6,0.2199999999999704,0.03666666666666173,27.272727272730936,0.060000000000002274,306.40999999999997
865,good,306.58,306.7,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.060000000000002274,306.64
866,reason,306.76,307.06,6,0.3000000000000113,0.05000000000000188,19.999999999999243,0.01999999999998181,306.90999999999997
867,why,307.08,307.2,3,0.1200000000000045,0.0400000000000015,24.99999999999905,0.040000000000020464,307.14
868,i,307.24,307.28,1,0.0399999999999636,0.0399999999999636,25.000000000022737,0.08000000000004093,307.26
869,don't,307.36,307.5,5,0.1399999999999863,0.02799999999999726,35.7142857142892,0.040000000000020464,307.43
870,allow,307.54,307.74,5,0.1999999999999886,0.03999999999999772,25.00000000000142,0.060000000000002274,307.64
871,pundits,307.8,308.22,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.03999999999996362,308.01
872,on,308.26,308.34,2,0.079999999999984,0.039999999999992,25.00000000000497,0.060000000000002274,308.29999999999995
873,my,308.4,308.5,2,0.1000000000000227,0.05000000000001135,19.999999999995453,0.07999999999998408,308.45
874,show,308.58,308.88,4,0.3000000000000113,0.07500000000000283,13.333333333332828,0.18000000000000682,308.73
875,because,309.06,309.38,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.040000000000020464,309.22
876,they're,309.42,309.56,7,0.1399999999999863,0.019999999999998044,50.00000000000488,0.12000000000000455,309.49
877,really,309.68,309.96,6,0.2799999999999727,0.04666666666666212,21.42857142857352,0.08000000000004093,309.82
878,boring,310.04,310.54,6,0.5,0.08333333333333333,12.0,0.339999999999975,310.29
879,if,310.88,311.02,2,0.1399999999999863,0.06999999999999315,14.285714285715676,0.040000000000020464,310.95
880,they're,311.06,311.22,7,0.160000000000025,0.02285714285714643,43.749999999993165,0.07999999999998408,311.14
881,conservative,311.3,311.84,12,0.5399999999999636,0.044999999999996966,22.22222222222372,0.020000000000038654,311.57
882,they're,311.86,311.96,7,0.0999999999999659,0.014285714285709414,70.00000000002387,0.020000000000038654,311.90999999999997
883,gonna,311.98,312.1,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.03999999999996362,312.04
884,hate,312.14,312.3,4,0.160000000000025,0.04000000000000625,24.99999999999609,0.01999999999998181,312.22
885,obama,312.32,312.74,5,0.4200000000000159,0.08400000000000318,11.904761904761454,0.060000000000002274,312.53
886,and,312.8,312.88,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.060000000000002274,312.84000000000003
887,food,312.94,313.14,4,0.1999999999999886,0.04999999999999715,20.000000000001137,0.020000000000038654,313.03999999999996
888,stamps,313.16,313.46,6,0.2999999999999545,0.04999999999999242,20.00000000000303,0.020000000000038654,313.31
889,in,313.48,313.54,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.01999999999998181,313.51
890,abortion,313.56,314.02,8,0.4599999999999795,0.057499999999997435,17.39130434782686,0.2400000000000091,313.78999999999996
891,if,314.26,314.36,2,0.1000000000000227,0.05000000000001135,19.999999999995453,0.03999999999996362,314.31
892,they're,314.4,314.52,7,0.1200000000000045,0.017142857142857786,58.333333333331126,0.0,314.46
893,a,314.52,314.56,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.040000000000020464,314.53999999999996
894,liberal,314.6,314.88,7,0.2799999999999727,0.0399999999999961,25.00000000000244,0.0,314.74
895,or,314.88,314.94,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.060000000000002274,314.90999999999997
896,they're,315.0,315.12,7,0.1200000000000045,0.017142857142857786,58.333333333331126,0.01999999999998181,315.06
897,gonna,315.14,315.26,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.040000000000020464,315.2
898,hate,315.3,315.46,4,0.1599999999999681,0.03999999999999203,25.00000000000497,0.060000000000002274,315.38
899,big,315.52,315.68,3,0.160000000000025,0.05333333333334167,18.74999999999707,0.060000000000002274,315.6
900,banks,315.74,316.04,5,0.3000000000000113,0.06000000000000226,16.666666666666035,0.01999999999998181,315.89
901,and,316.06,316.12,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.040000000000020464,316.09000000000003
902,oil,316.16,316.38,3,0.2199999999999704,0.07333333333332347,13.636363636365468,0.01999999999998181,316.27
903,corporations,316.4,316.98,12,0.5800000000000409,0.048333333333336746,20.689655172412333,0.03999999999996362,316.69
904,and,317.02,317.12,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.060000000000002274,317.07
905,dick,317.18,317.34,4,0.1599999999999681,0.03999999999999203,25.00000000000497,0.040000000000020464,317.26
906,cheney,317.38,317.7,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.9600000000000364,317.53999999999996
907,totally,318.66,319.18,7,0.5199999999999818,0.0742857142857117,13.461538461538932,0.060000000000002274,318.92
908,predictable,319.24,319.78,11,0.5399999999999636,0.049090909090905785,20.37037037037174,0.44000000000005457,319.51
909,and,320.22,320.38,3,0.1599999999999681,0.053333333333322706,18.75000000000373,0.040000000000020464,320.3
910,you,320.42,320.5,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.040000000000020464,320.46000000000004
911,don't,320.54,320.64,5,0.0999999999999659,0.01999999999999318,50.00000000001705,0.040000000000020464,320.59000000000003
912,want,320.68,320.82,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.0,320.75
913,to,320.82,320.88,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.040000000000020464,320.85
914,be,320.92,321.0,2,0.079999999999984,0.039999999999992,25.00000000000497,0.07999999999998408,320.96000000000004
915,like,321.08,321.28,4,0.1999999999999886,0.04999999999999715,20.000000000001137,0.060000000000002274,321.17999999999995
916,that,321.34,321.6,4,0.2600000000000477,0.06500000000001192,15.38461538461256,0.339999999999975,321.47
917,you,321.94,322.04,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.01999999999998181,321.99
918,need,322.06,322.18,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.01999999999998181,322.12
919,to,322.2,322.24,2,0.0400000000000204,0.0200000000000102,49.99999999997442,0.12000000000000455,322.22
920,enter,322.36,322.74,5,0.3799999999999954,0.07599999999999908,13.157894736842264,0.0999999999999659,322.55
921,every,322.84,323.2,5,0.3600000000000136,0.07200000000000271,13.888888888888362,0.07999999999998408,323.02
922,conversation,323.28,324.08,12,0.8000000000000114,0.06666666666666761,14.999999999999789,0.060000000000002274,323.67999999999995
923,assuming,324.14,324.8,8,0.660000000000025,0.08250000000000313,12.12121212121166,0.060000000000002274,324.47
924,that,324.86,325.0,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.040000000000020464,324.93
925,you,325.04,325.14,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.12000000000000455,325.09000000000003
926,have,325.26,325.5,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.10000000000002274,325.38
927,something,325.6,325.98,9,0.3799999999999954,0.04222222222222171,23.684210526316072,0.07999999999998408,325.79
928,to,326.06,326.14,2,0.079999999999984,0.039999999999992,25.00000000000497,0.10000000000002274,326.1
929,learn,326.24,326.68,5,0.4399999999999977,0.08799999999999955,11.363636363636422,0.9200000000000159,326.46000000000004
930,the,327.6,327.68,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.060000000000002274,327.64
931,famed,327.74,328.06,5,0.3199999999999932,0.06399999999999864,15.625000000000334,0.060000000000002274,327.9
932,therapist,328.12,328.58,9,0.4599999999999795,0.05111111111110883,19.565217391305215,0.08000000000004093,328.35
933,m,328.66,328.72,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.13999999999998636,328.69000000000005
934,scott,328.86,329.14,5,0.2799999999999727,0.05599999999999454,17.8571428571446,0.040000000000020464,329.0
935,peck,329.18,329.46,4,0.2799999999999727,0.06999999999999318,14.285714285715676,0.060000000000002274,329.32
936,said,329.52,329.74,4,0.2200000000000272,0.0550000000000068,18.181818181815927,0.060000000000002274,329.63
937,that,329.8,329.92,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.0999999999999659,329.86
938,true,330.02,330.34,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.060000000000002274,330.17999999999995
939,listening,330.4,330.8,9,0.4000000000000341,0.044444444444448235,22.49999999999808,0.060000000000002274,330.6
940,requires,330.86,331.4,8,0.5399999999999636,0.06749999999999545,14.814814814815811,0.060000000000002274,331.13
941,a,331.46,331.52,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.160000000000025,331.49
942,setting,331.68,332.04,7,0.3600000000000136,0.05142857142857337,19.444444444443707,0.07999999999998408,331.86
943,aside,332.12,332.64,5,0.5199999999999818,0.10399999999999636,9.615384615384952,0.10000000000002274,332.38
944,of,332.74,332.86,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.12000000000000455,332.8
945,one,332.98,333.22,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.07999999999998408,333.1
946,self,333.3,333.72,4,0.4200000000000159,0.10500000000000398,9.523809523809163,0.47999999999996135,333.51
947,and,334.2,334.3,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.060000000000002274,334.25
948,sometimes,334.36,334.7,9,0.339999999999975,0.037777777777774996,26.470588235296063,0.020000000000038654,334.53
949,that,334.72,334.8,4,0.079999999999984,0.019999999999996,50.00000000000995,0.060000000000002274,334.76
950,means,334.86,335.16,5,0.3000000000000113,0.06000000000000226,16.666666666666035,0.339999999999975,335.01
951,setting,335.5,335.78,7,0.2799999999999727,0.0399999999999961,25.00000000000244,0.020000000000038654,335.64
952,aside,335.8,336.26,5,0.4599999999999795,0.09199999999999589,10.869565217391788,0.12000000000000455,336.03
953,your,336.38,336.5,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.01999999999998181,336.44
954,personal,336.52,336.88,8,0.3600000000000136,0.0450000000000017,22.22222222222138,0.040000000000020464,336.7
955,opinion,336.92,337.44,7,0.5199999999999818,0.0742857142857117,13.461538461538932,0.839999999999975,337.18
956,he,338.28,338.38,2,0.1000000000000227,0.05000000000001135,19.999999999995453,0.07999999999998408,338.33
957,said,338.46,338.86,4,0.4000000000000341,0.10000000000000853,9.999999999999147,0.2599999999999909,338.65999999999997
958,that,339.12,339.34,4,0.2199999999999704,0.0549999999999926,18.181818181820624,0.12000000000000455,339.23
959,sensing,339.46,340.1,7,0.6400000000000432,0.0914285714285776,10.93749999999926,0.060000000000002274,339.78
960,this,340.16,340.34,4,0.1799999999999499,0.044999999999987474,22.2222222222284,0.060000000000002274,340.25
961,acceptance,340.4,341.12,10,0.7200000000000273,0.07200000000000273,13.888888888888362,0.5,340.76
962,the,341.62,341.68,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.060000000000002274,341.65
963,speaker,341.74,342.1,7,0.3600000000000136,0.05142857142857337,19.444444444443707,0.03999999999996362,341.92
964,will,342.14,342.22,4,0.0800000000000409,0.020000000000010225,49.99999999997442,0.03999999999996362,342.18
965,become,342.26,342.56,6,0.3000000000000113,0.05000000000000188,19.999999999999243,0.2400000000000091,342.40999999999997
966,less,342.8,343.08,4,0.2799999999999727,0.06999999999999318,14.285714285715676,0.040000000000020464,342.94
967,and,343.12,343.2,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.020000000000038654,343.15999999999997
968,less,343.22,343.4,4,0.1799999999999499,0.044999999999987474,22.2222222222284,0.060000000000002274,343.31
969,vulnerable,343.46,343.9,10,0.4399999999999977,0.043999999999999775,22.727272727272844,0.040000000000020464,343.67999999999995
970,and,343.94,344.04,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.060000000000002274,343.99
971,more,344.1,344.28,4,0.1799999999999499,0.044999999999987474,22.2222222222284,0.020000000000038654,344.19
972,and,344.3,344.34,3,0.0399999999999636,0.0133333333333212,75.00000000006821,0.040000000000020464,344.32
973,more,344.38,344.52,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.040000000000020464,344.45
974,likely,344.56,344.82,6,0.2599999999999909,0.043333333333331815,23.076923076923883,0.040000000000020464,344.69
975,to,344.86,344.92,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.07999999999998408,344.89
976,open,345.0,345.32,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.040000000000020464,345.15999999999997
977,up,345.36,345.48,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.060000000000002274,345.42
978,the,345.54,345.58,3,0.0399999999999636,0.0133333333333212,75.00000000006821,0.1400000000000432,345.56
979,inner,345.72,346.0,5,0.2799999999999727,0.05599999999999454,17.8571428571446,0.060000000000002274,345.86
980,recesses,346.06,346.72,8,0.660000000000025,0.08250000000000313,12.12121212121166,0.05999999999994543,346.39
981,of,346.78,346.86,2,0.0800000000000409,0.04000000000002045,24.99999999998721,0.060000000000002274,346.82
982,his,346.92,347.08,3,0.1599999999999681,0.053333333333322706,18.75000000000373,0.020000000000038654,347.0
983,or,347.1,347.16,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.03999999999996362,347.13
984,her,347.2,347.28,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.040000000000020464,347.24
985,mind,347.32,347.68,4,0.3600000000000136,0.0900000000000034,11.11111111111069,0.339999999999975,347.5
986,to,348.02,348.12,2,0.1000000000000227,0.05000000000001135,19.999999999995453,0.060000000000002274,348.07
987,the,348.18,348.24,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.03999999999996362,348.21000000000004
988,listener,348.28,348.76,8,0.4800000000000182,0.060000000000002274,16.666666666666035,0.6000000000000227,348.52
989,again,349.36,349.7,5,0.339999999999975,0.067999999999995,14.705882352942258,0.10000000000002274,349.53
990,assume,349.8,350.42,6,0.6200000000000045,0.1033333333333341,9.67741935483864,0.03999999999996362,350.11
991,that,350.46,350.6,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.03999999999996362,350.53
992,you,350.64,350.72,3,0.0800000000000409,0.0266666666666803,37.499999999980815,0.07999999999998408,350.68
993,have,350.8,351.02,4,0.2199999999999704,0.0549999999999926,18.181818181820624,0.18000000000000682,350.90999999999997
994,something,351.2,351.52,9,0.3199999999999932,0.0355555555555548,28.1250000000006,0.060000000000002274,351.36
995,to,351.58,351.64,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.060000000000002274,351.61
996,learn,351.7,352.04,5,0.3400000000000318,0.06800000000000636,14.7058823529398,0.8999999999999773,351.87
997,bill,352.94,353.14,4,0.1999999999999886,0.04999999999999715,20.000000000001137,0.020000000000038654,353.03999999999996
998,now,353.16,353.4,3,0.2399999999999522,0.07999999999998407,12.500000000002489,0.36000000000001364,353.28
999,everyone,353.76,354.2,8,0.4399999999999977,0.054999999999999716,18.18181818181828,0.040000000000020464,353.98
1000,you,354.24,354.3,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.03999999999996362,354.27
1001,will,354.34,354.42,4,0.0800000000000409,0.020000000000010225,49.99999999997442,0.03999999999996362,354.38
1002,ever,354.46,354.64,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.08000000000004093,354.54999999999995
1003,meet,354.72,354.94,4,0.2199999999999704,0.0549999999999926,18.181818181820624,0.30000000000001137,354.83000000000004
1004,know,355.24,355.42,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.03999999999996362,355.33000000000004
1005,something,355.46,355.82,9,0.3600000000000136,0.04000000000000151,24.99999999999905,0.040000000000020464,355.64
1006,that,355.86,356.0,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.01999999999998181,355.93
1007,you,356.02,356.1,3,0.0800000000000409,0.0266666666666803,37.499999999980815,0.060000000000002274,356.06
1008,don't,356.16,356.46,5,0.2999999999999545,0.05999999999999091,16.666666666669194,0.8000000000000114,356.31
1009,i,357.26,357.38,1,0.1200000000000045,0.1200000000000045,8.333333333333018,0.07999999999998408,357.32
1010,put,357.46,357.6,3,0.1400000000000432,0.04666666666668107,21.428571428564812,0.03999999999996362,357.53
1011,it,357.64,357.7,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.040000000000020464,357.66999999999996
1012,this,357.74,357.92,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.060000000000002274,357.83000000000004
1013,way,357.98,358.22,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.4199999999999591,358.1
1014,everybody,358.64,359.32,9,0.6800000000000068,0.07555555555555632,13.235294117646928,0.37999999999999545,358.98
1015,is,359.7,359.84,2,0.1399999999999863,0.06999999999999315,14.285714285715676,0.020000000000038654,359.77
1016,an,359.86,359.92,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.07999999999998408,359.89
1017,expert,360.0,360.48,6,0.4800000000000182,0.08000000000000303,12.499999999999526,0.37999999999999545,360.24
1018,in,360.86,361.02,2,0.1599999999999681,0.07999999999998406,12.500000000002489,0.10000000000002274,360.94
1019,something,361.12,361.58,9,0.4599999999999795,0.05111111111110883,19.565217391305215,1.7200000000000273,361.35
1020,number,363.3,363.54,6,0.2400000000000091,0.040000000000001514,24.99999999999905,0.060000000000002274,363.42
1021,three,363.6,363.86,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.5999999999999659,363.73
1022,use,364.46,364.64,3,0.1800000000000068,0.06000000000000227,16.666666666666035,0.020000000000038654,364.54999999999995
1023,open,364.66,364.92,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.01999999999998181,364.79
1024,ended,364.94,365.14,5,0.1999999999999886,0.03999999999999772,25.00000000000142,0.060000000000002274,365.03999999999996
1025,questions,365.2,365.68,9,0.4800000000000182,0.053333333333335356,18.74999999999929,0.339999999999975,365.44
1026,in,366.02,366.14,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.020000000000038654,366.08
1027,this,366.16,366.3,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.03999999999996362,366.23
1028,case,366.34,366.56,4,0.2200000000000272,0.0550000000000068,18.181818181815927,0.040000000000020464,366.45
1029,take,366.6,366.76,4,0.1599999999999681,0.03999999999999203,25.00000000000497,0.0,366.68
1030,a,366.76,366.82,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.040000000000020464,366.78999999999996
1031,queue,366.86,367.0,5,0.1399999999999863,0.02799999999999726,35.7142857142892,0.040000000000020464,366.93
1032,from,367.04,367.16,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.03999999999996362,367.1
1033,journalists,367.2,367.68,11,0.4800000000000182,0.04363636363636529,22.9166666666658,0.040000000000020464,367.44
1034,start,367.72,367.94,5,0.2199999999999704,0.043999999999994086,22.727272727275786,0.01999999999998181,367.83000000000004
1035,your,367.96,368.04,4,0.0800000000000409,0.020000000000010225,49.99999999997442,0.03999999999996362,368.0
1036,questions,368.08,368.42,9,0.3400000000000318,0.03777777777778131,26.47058823529164,0.01999999999998181,368.25
1037,with,368.44,368.54,4,0.1000000000000227,0.025000000000005674,39.999999999990905,0.03999999999996362,368.49
1038,who,368.58,368.78,3,0.1999999999999886,0.06666666666666286,15.000000000000853,0.10000000000002274,368.67999999999995
1039,what,368.88,369.06,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.060000000000002274,368.97
1040,where,369.12,369.32,5,0.1999999999999886,0.03999999999999772,25.00000000000142,0.040000000000020464,369.22
1041,when,369.36,369.58,4,0.2199999999999704,0.0549999999999926,18.181818181820624,0.060000000000002274,369.47
1042,why,369.64,369.9,3,0.2599999999999909,0.08666666666666363,11.538461538461942,0.1400000000000432,369.77
1043,or,370.04,370.14,2,0.0999999999999659,0.04999999999998295,20.00000000000682,0.08000000000004093,370.09000000000003
1044,how,370.22,370.5,3,0.2799999999999727,0.09333333333332423,10.714285714286758,0.7599999999999909,370.36
1045,if,371.26,371.38,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.01999999999998181,371.32
1046,you,371.4,371.46,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.040000000000020464,371.42999999999995
1047,put,371.5,371.7,3,0.1999999999999886,0.06666666666666286,15.000000000000853,0.020000000000038654,371.6
1048,in,371.72,371.8,2,0.079999999999984,0.039999999999992,25.00000000000497,0.01999999999998181,371.76
1049,a,371.82,371.86,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.07999999999998408,371.84000000000003
1050,complicated,371.94,372.58,11,0.6399999999999864,0.05818181818181694,17.187500000000366,0.040000000000020464,372.26
1051,question,372.62,372.98,8,0.3600000000000136,0.0450000000000017,22.22222222222138,0.03999999999996362,372.8
1052,you're,373.02,373.12,6,0.1000000000000227,0.016666666666670448,59.99999999998636,0.01999999999998181,373.07
1053,going,373.14,373.24,5,0.1000000000000227,0.02000000000000454,49.99999999998863,0.0,373.19
1054,to,373.24,373.28,2,0.0399999999999636,0.0199999999999818,50.00000000004548,0.020000000000038654,373.26
1055,get,373.3,373.4,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.020000000000038654,373.35
1056,a,373.42,373.44,1,0.0199999999999818,0.0199999999999818,50.00000000004548,0.12000000000000455,373.43
1057,simple,373.56,373.88,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.07999999999998408,373.72
1058,answer,373.96,374.28,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.060000000000002274,374.12
1059,out,374.34,374.62,3,0.2800000000000295,0.09333333333334316,10.714285714284584,0.21999999999997044,374.48
1060,if,374.84,374.98,2,0.1400000000000432,0.0700000000000216,14.285714285709878,0.01999999999998181,374.90999999999997
1061,i,375.0,375.06,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.12000000000000455,375.03
1062,ask,375.18,375.48,3,0.3000000000000113,0.10000000000000377,9.999999999999622,0.03999999999996362,375.33000000000004
1063,you,375.52,375.62,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.2799999999999727,375.57
1064,were,375.9,376.04,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.03999999999996362,375.97
1065,you,376.08,376.16,3,0.0800000000000409,0.0266666666666803,37.499999999980815,0.07999999999998408,376.12
1066,terrified,376.24,376.94,9,0.6999999999999886,0.07777777777777652,12.857142857143064,0.4200000000000159,376.59000000000003
1067,you're,377.36,377.48,6,0.1200000000000045,0.02000000000000075,49.9999999999981,0.0,377.42
1068,gonna,377.48,377.6,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.01999999999998181,377.54
1069,respond,377.62,378.04,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.060000000000002274,377.83000000000004
1070,to,378.1,378.18,2,0.079999999999984,0.039999999999992,25.00000000000497,0.060000000000002274,378.14
1071,the,378.24,378.28,3,0.0399999999999636,0.0133333333333212,75.00000000006821,0.040000000000020464,378.26
1072,most,378.32,378.5,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.040000000000020464,378.40999999999997
1073,powerful,378.54,379.04,8,0.5,0.0625,16.0,0.060000000000002274,378.79
1074,word,379.1,379.28,4,0.1799999999999499,0.044999999999987474,22.2222222222284,0.020000000000038654,379.19
1075,in,379.3,379.34,2,0.0399999999999636,0.0199999999999818,50.00000000004548,0.040000000000020464,379.32
1076,that,379.38,379.5,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.040000000000020464,379.44
1077,sentence,379.54,379.9,8,0.3599999999999568,0.0449999999999946,22.22222222222489,0.040000000000020464,379.72
1078,which,379.94,380.08,5,0.1399999999999863,0.02799999999999726,35.7142857142892,0.0,380.01
1079,is,380.08,380.16,2,0.0800000000000409,0.04000000000002045,24.99999999998721,0.03999999999996362,380.12
1080,terrified,380.2,380.66,9,0.4600000000000364,0.05111111111111515,19.5652173913028,0.01999999999998181,380.43
1081,in,380.68,380.72,2,0.0400000000000204,0.0200000000000102,49.99999999997442,0.01999999999998181,380.70000000000005
1082,the,380.74,380.78,3,0.0399999999999636,0.0133333333333212,75.00000000006821,0.060000000000002274,380.76
1083,answer,380.84,381.12,6,0.2800000000000295,0.04666666666667158,21.428571428569168,0.060000000000002274,380.98
1084,is,381.18,381.32,2,0.1399999999999863,0.06999999999999315,14.285714285715676,0.28000000000002956,381.25
1085,yes,381.6,381.78,3,0.1799999999999499,0.059999999999983296,16.666666666671297,0.020000000000038654,381.69
1086,i,381.8,381.84,1,0.0399999999999636,0.0399999999999636,25.000000000022737,0.060000000000002274,381.82
1087,was,381.9,382.16,3,0.2600000000000477,0.08666666666668256,11.53846153845942,0.03999999999996362,382.03
1088,or,382.2,382.26,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.040000000000020464,382.23
1089,no,382.3,382.38,2,0.079999999999984,0.039999999999992,25.00000000000497,0.01999999999998181,382.34000000000003
1090,i,382.4,382.44,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.040000000000020464,382.41999999999996
1091,wasn't,382.48,382.82,6,0.339999999999975,0.0566666666666625,17.64705882353071,0.2599999999999909,382.65
1092,were,383.08,383.2,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.040000000000020464,383.14
1093,you,383.24,383.28,3,0.0399999999999636,0.0133333333333212,75.00000000006821,0.10000000000002274,383.26
1094,angry,383.38,383.74,5,0.3600000000000136,0.07200000000000271,13.888888888888362,0.18000000000000682,383.56
1095,yes,383.92,384.2,3,0.2799999999999727,0.09333333333332423,10.714285714286758,0.060000000000002274,384.06
1096,i,384.26,384.3,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.07999999999998408,384.28
1097,was,384.38,384.48,3,0.1000000000000227,0.033333333333340896,29.99999999999318,0.060000000000002274,384.43
1098,very,384.54,384.72,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.05999999999994543,384.63
1099,angry,384.78,385.18,5,0.4000000000000341,0.08000000000000682,12.499999999998934,0.5400000000000205,384.98
1100,let,385.72,385.94,3,0.2199999999999704,0.07333333333332347,13.636363636365468,0.12000000000000455,385.83000000000004
1101,them,386.06,386.32,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.07999999999998408,386.19
1102,describe,386.4,386.9,8,0.5,0.0625,16.0,0.020000000000038654,386.65
1103,it,386.92,387.0,2,0.079999999999984,0.039999999999992,25.00000000000497,0.10000000000002274,386.96000000000004
1104,there,387.1,387.22,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.5199999999999818,387.16
1105,that,387.74,387.86,4,0.1200000000000045,0.030000000000001126,33.33333333333207,0.07999999999998408,387.8
1106,no,387.94,388.14,2,0.1999999999999886,0.0999999999999943,10.000000000000568,0.9200000000000159,388.03999999999996
1107,try,389.06,389.24,3,0.1800000000000068,0.06000000000000227,16.666666666666035,0.07999999999998408,389.15
1108,asking,389.32,389.6,6,0.2800000000000295,0.04666666666667158,21.428571428569168,0.01999999999998181,389.46000000000004
1109,them,389.62,389.72,4,0.1000000000000227,0.025000000000005674,39.999999999990905,0.05999999999994543,389.67
1110,things,389.78,390.0,6,0.2200000000000272,0.0366666666666712,27.27272727272389,0.040000000000020464,389.89
1111,like,390.04,390.24,4,0.1999999999999886,0.04999999999999715,20.000000000001137,0.339999999999975,390.14
1112,what,390.58,390.72,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.01999999999998181,390.65
1113,was,390.74,390.84,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.020000000000038654,390.78999999999996
1114,that,390.86,390.96,4,0.0999999999999659,0.024999999999991473,40.00000000001364,0.040000000000020464,390.90999999999997
